" """"",Channel A Last (mV),Channel A Ave. (mV),Channel A Min. (mV),Channel A Max. (mV)
16:06:00,10.417,10.417,10.417,10.417
16:06:01,56.653,56.653,56.653,56.653
16:06:02,52.033,52.033,52.033,52.033
16:06:03,59.212,59.212,59.212,59.212
16:06:04,65.343,65.343,65.343,65.343
16:06:05,52.085,52.085,52.085,52.085
16:06:06,58.491,58.491,58.491,58.491
16:06:07,62.658,62.658,62.658,62.658
16:06:08,62.502,62.502,62.502,62.502
16:06:09,48.297,48.297,48.297,48.297
16:06:10,31.251,31.251,31.251,31.251
16:06:11,63.337,63.337,63.337,63.337
16:06:12,63.596,63.596,63.596,63.596
16:06:13,47.918,47.918,47.918,47.918
16:06:14,51.138,51.138,51.138,51.138
16:06:15,65.826,65.826,65.826,65.826
16:06:16,48.88,48.88,48.88,48.88
16:06:17,48.417,48.417,48.417,48.417
16:06:18,56.435,56.435,56.435,56.435
16:06:19,41.12,41.12,41.12,41.12
16:06:20,57.25,57.25,57.25,57.25
16:06:21,52.766,52.766,52.766,52.766
16:06:22,60.627,60.627,60.627,60.627
16:06:23,83.515,83.515,83.515,83.515
16:06:24,34.723,34.723,34.723,34.723
16:06:25,50.808,50.808,50.808,50.808
16:06:26,62.189,62.189,62.189,62.189
16:06:27,60.589,60.589,60.589,60.589
16:06:28,40.411,40.411,40.411,40.411
16:06:29,60.766,60.766,60.766,60.766
16:06:30,49.642,49.642,49.642,49.642
16:06:31,52.814,52.814,52.814,52.814
16:06:32,44.644,44.644,44.644,44.644
16:06:33,70.045,70.045,70.045,70.045
16:06:34,34.723,34.723,34.723,34.723
16:06:35,59.304,59.304,59.304,59.304
16:06:36,50.627,50.627,50.627,50.627
16:06:37,48.078,48.078,48.078,48.078
16:06:38,41.12,41.12,41.12,41.12
16:06:39,59.533,59.533,59.533,59.533
16:06:40,38.751,38.751,38.751,38.751
16:06:41,59.589,59.589,59.589,59.589
16:06:42,70.114,70.114,70.114,70.114
16:06:43,32.896,32.896,32.896,32.896
16:06:44,52.194,52.194,52.194,52.194
16:06:45,59.377,59.377,59.377,59.377
16:06:46,70.155,70.155,70.155,70.155
16:06:47,40.411,40.411,40.411,40.411
16:06:48,34.723,34.723,34.723,34.723
16:06:49,51.474,51.474,51.474,51.474
16:06:50,49.064,49.064,49.064,49.064
16:06:51,51.022,51.022,51.022,51.022
16:06:52,75.433,75.433,75.433,75.433
16:06:53,43.404,43.404,43.404,43.404
16:06:54,60.136,60.136,60.136,60.136
16:06:55,55.627,55.627,55.627,55.627
16:06:56,52.616,52.616,52.616,52.616
16:06:57,45.799,45.799,45.799,45.799
16:06:58,17.362,17.362,17.362,17.362
16:06:59,48.476,48.476,48.476,48.476
16:07:00,61.721,61.721,61.721,61.721
16:07:01,68.111,68.111,68.111,68.111
16:07:02,57.568,57.568,57.568,57.568
16:07:03,54.477,54.477,54.477,54.477
16:07:04,48.51,48.51,48.51,48.51
16:07:05,52.97,52.97,52.97,52.97
16:07:06,42.069,42.069,42.069,42.069
16:07:07,53.456,53.456,53.456,53.456
16:07:08,50.563,50.563,50.563,50.563
16:07:09,58.283,58.283,58.283,58.283
16:07:10,58.994,58.994,58.994,58.994
16:07:11,64.657,64.657,64.657,64.657
16:07:12,78.127,78.127,78.127,78.127
16:07:13,62.802,62.802,62.802,62.802
16:07:14,50.47,50.47,50.47,50.47
16:07:15,74.939,74.939,74.939,74.939
16:07:16,70.045,70.045,70.045,70.045
16:07:17,95.489,95.489,95.489,95.489
16:07:18,39.147,39.147,39.147,39.147
16:07:19,51.72,51.72,51.72,51.72
16:07:20,73.344,73.344,73.344,73.344
16:07:21,61.963,61.963,61.963,61.963
16:07:22,69.447,69.447,69.447,69.447
16:07:23,50.974,50.974,50.974,50.974
16:07:24,52.658,52.658,52.658,52.658
16:07:25,56.091,56.091,56.091,56.091
16:07:26,57.568,57.568,57.568,57.568
16:07:27,59.696,59.696,59.696,59.696
16:07:28,56.851,56.851,56.851,56.851
16:07:29,57.033,57.033,57.033,57.033
16:07:30,32.052,32.052,32.052,32.052
16:07:31,24.672,24.672,24.672,24.672
16:07:32,58.229,58.229,58.229,58.229
16:07:33,49.689,49.689,49.689,49.689
16:07:34,60.589,60.589,60.589,60.589
16:07:35,61.963,61.963,61.963,61.963
16:07:36,43.404,43.404,43.404,43.404
16:07:37,52.973,52.973,52.973,52.973
16:07:38,60.783,60.783,60.783,60.783
16:07:39,58.994,58.994,58.994,58.994
16:07:40,56.575,56.575,56.575,56.575
16:07:41,8.681,8.681,8.681,8.681
16:07:42,57.471,57.471,57.471,57.471
16:07:43,61.096,61.096,61.096,61.096
16:07:44,36.672,36.672,36.672,36.672
16:07:45,70.045,70.045,70.045,70.045
16:07:46,-26.042,-26.042,-26.042,-26.042
16:07:47,62.135,62.135,62.135,62.135
16:07:48,55.002,55.002,55.002,55.002
16:07:49,60.098,60.098,60.098,60.098
16:07:50,49.344,49.344,49.344,49.344
16:07:51,58.718,58.718,58.718,58.718
16:07:52,49.689,49.689,49.689,49.689
16:07:53,66.21,66.21,66.21,66.21
16:07:54,49.321,49.321,49.321,49.321
16:07:55,57.49,57.49,57.49,57.49
16:07:56,38.783,38.783,38.783,38.783
16:07:57,66.913,66.913,66.913,66.913
16:07:58,47.158,47.158,47.158,47.158
16:07:59,49.915,49.915,49.915,49.915
16:08:00,53.713,53.713,53.713,53.713
16:08:01,49.24,49.24,49.24,49.24
16:08:02,52.658,52.658,52.658,52.658
16:08:03,58.596,58.596,58.596,58.596
16:08:04,56.425,56.425,56.425,56.425
16:08:05,73.244,73.244,73.244,73.244
16:08:06,71.398,71.398,71.398,71.398
16:08:07,58.908,58.908,58.908,58.908
16:08:08,66.966,66.966,66.966,66.966
16:08:09,47.745,47.745,47.745,47.745
16:08:10,53.713,53.713,53.713,53.713
16:08:11,54.985,54.985,54.985,54.985
16:08:12,67.502,67.502,67.502,67.502
16:08:13,73.032,73.032,73.032,73.032
16:08:14,48.078,48.078,48.078,48.078
16:08:15,78.127,78.127,78.127,78.127
16:08:16,60.471,60.471,60.471,60.471
16:08:17,73.392,73.392,73.392,73.392
16:08:18,40.762,40.762,40.762,40.762
16:08:19,78.127,78.127,78.127,78.127
16:08:20,0.0,0.0,0.0,0.0
16:08:21,54.689,54.689,54.689,54.689
16:08:22,54.41,54.41,54.41,54.41
16:08:23,65.106,65.106,65.106,65.106
16:08:24,63.479,63.479,63.479,63.479
16:08:25,60.893,60.893,60.893,60.893
16:08:26,45.939,45.939,45.939,45.939
16:08:27,53.015,53.015,53.015,53.015
16:08:28,21.702,21.702,21.702,21.702
16:08:29,68.361,68.361,68.361,68.361
16:08:30,46.942,46.942,46.942,46.942
16:08:31,66.408,66.408,66.408,66.408
16:08:32,58.596,58.596,58.596,58.596
16:08:33,58.596,58.596,58.596,58.596
16:08:34,92.776,92.776,92.776,92.776
16:08:35,60.729,60.729,60.729,60.729
16:08:36,53.127,53.127,53.127,53.127
16:08:37,49.254,49.254,49.254,49.254
16:08:38,66.108,66.108,66.108,66.108
16:08:39,-52.085,-52.085,-52.085,-52.085
16:08:40,58.009,58.009,58.009,58.009
16:08:41,48.595,48.595,48.595,48.595
16:08:42,56.048,56.048,56.048,56.048
16:08:43,69.113,69.113,69.113,69.113
16:08:44,39.064,39.064,39.064,39.064
16:08:45,36.407,36.407,36.407,36.407
16:08:46,37.669,37.669,37.669,37.669
16:08:47,73.787,73.787,73.787,73.787
16:08:48,68.361,68.361,68.361,68.361
16:08:49,51.21,51.21,51.21,51.21
16:08:50,59.377,59.377,59.377,59.377
16:08:51,65.571,65.571,65.571,65.571
16:08:52,54.255,54.255,54.255,54.255
16:08:53,58.596,58.596,58.596,58.596
16:08:54,54.328,54.328,54.328,54.328
16:08:55,54.533,54.533,54.533,54.533
16:08:56,44.644,44.644,44.644,44.644
16:08:57,56.425,56.425,56.425,56.425
16:08:58,63.479,63.479,63.479,63.479
16:08:59,62.042,62.042,62.042,62.042
16:09:00,55.939,55.939,55.939,55.939
16:09:01,61.143,61.143,61.143,61.143
16:09:02,60.098,60.098,60.098,60.098
16:09:03,104.17,104.17,104.17,104.17
16:09:04,51.303,51.303,51.303,51.303
16:09:05,55.314,55.314,55.314,55.314
16:09:06,54.349,54.349,54.349,54.349
16:09:07,42.069,42.069,42.069,42.069
16:09:08,91.149,91.149,91.149,91.149
16:09:09,55.783,55.783,55.783,55.783
16:09:10,41.854,41.854,41.854,41.854
16:09:11,41.234,41.234,41.234,41.234
16:09:12,63.479,63.479,63.479,63.479
16:09:13,52.851,52.851,52.851,52.851
16:09:14,60.627,60.627,60.627,60.627
16:09:15,68.361,68.361,68.361,68.361
16:09:16,36.893,36.893,36.893,36.893
16:09:17,39.064,39.064,39.064,39.064
16:09:18,63.027,63.027,63.027,63.027
16:09:19,48.283,48.283,48.283,48.283
16:09:20,50.225,50.225,50.225,50.225
16:09:21,43.404,43.404,43.404,43.404
16:09:22,87.893,87.893,87.893,87.893
16:09:23,40.213,40.213,40.213,40.213
16:09:24,55.314,55.314,55.314,55.314
16:09:25,37.365,37.365,37.365,37.365
16:09:26,45.073,45.073,45.073,45.073
16:09:27,91.149,91.149,91.149,91.149
16:09:28,50.783,50.783,50.783,50.783
16:09:29,49.717,49.717,49.717,49.717
16:09:30,37.365,37.365,37.365,37.365
16:09:31,60.098,60.098,60.098,60.098
16:09:32,91.149,91.149,91.149,91.149
16:09:33,49.845,49.845,49.845,49.845
16:09:34,60.616,60.616,60.616,60.616
16:09:35,44.76,44.76,44.76,44.76
16:09:36,34.952,34.952,34.952,34.952
16:09:37,66.966,66.966,66.966,66.966
16:09:38,54.22,54.22,54.22,54.22
16:09:39,49.344,49.344,49.344,49.344
16:09:40,46.427,46.427,46.427,46.427
16:09:41,58.226,58.226,58.226,58.226
16:09:42,56.208,56.208,56.208,56.208
16:09:43,59.689,59.689,59.689,59.689
16:09:44,41.12,41.12,41.12,41.12
16:09:45,59.24,59.24,59.24,59.24
16:09:46,55.098,55.098,55.098,55.098
16:09:47,52.206,52.206,52.206,52.206
16:09:48,52.085,52.085,52.085,52.085
16:09:49,58.331,58.331,58.331,58.331
16:09:50,53.729,53.729,53.729,53.729
16:09:51,55.107,55.107,55.107,55.107
16:09:52,55.158,55.158,55.158,55.158
16:09:53,28.046,28.046,28.046,28.046
16:09:54,54.094,54.094,54.094,54.094
16:09:55,44.717,44.717,44.717,44.717
16:09:56,57.418,57.418,57.418,57.418
16:09:57,45.47,45.47,45.47,45.47
16:09:58,65.791,65.791,65.791,65.791
16:09:59,52.751,52.751,52.751,52.751
16:10:00,62.398,62.398,62.398,62.398
16:10:01,59.3,59.3,59.3,59.3
16:10:02,63.908,63.908,63.908,63.908
16:10:03,57.568,57.568,57.568,57.568
16:10:04,64.066,64.066,64.066,64.066
16:10:05,53.36,53.36,53.36,53.36
16:10:06,59.119,59.119,59.119,59.119
16:10:07,57.658,57.658,57.658,57.658
16:10:08,8.224,8.224,8.224,8.224
16:10:09,55.08,55.08,55.08,55.08
16:10:10,51.1,51.1,51.1,51.1
16:10:11,57.118,57.118,57.118,57.118
16:10:12,53.18,53.18,53.18,53.18
16:10:13,54.909,54.909,54.909,54.909
16:10:14,49.308,49.308,49.308,49.308
16:10:15,58.129,58.129,58.129,58.129
16:10:16,44.511,44.511,44.511,44.511
16:10:17,57.246,57.246,57.246,57.246
16:10:18,46.599,46.599,46.599,46.599
16:10:19,58.829,58.829,58.829,58.829
16:10:20,49.418,49.418,49.418,49.418
16:10:21,57.814,57.814,57.814,57.814
16:10:22,65.791,65.791,65.791,65.791
16:10:23,55.912,55.912,55.912,55.912
16:10:24,58.226,58.226,58.226,58.226
16:10:25,50.023,50.023,50.023,50.023
16:10:26,38.595,38.595,38.595,38.595
16:10:27,57.568,57.568,57.568,57.568
16:10:28,49.256,49.256,49.256,49.256
16:10:29,50.057,50.057,50.057,50.057
16:10:30,56.572,56.572,56.572,56.572
16:10:31,42.033,42.033,42.033,42.033
16:10:32,8.224,8.224,8.224,8.224
16:10:33,38.606,38.606,38.606,38.606
16:10:34,45.017,45.017,45.017,45.017
16:10:35,46.385,46.385,46.385,46.385
16:10:36,46.298,46.298,46.298,46.298
16:10:37,44.807,44.807,44.807,44.807
16:10:38,57.809,57.809,57.809,57.809
16:10:39,54.396,54.396,54.396,54.396
16:10:40,57.175,57.175,57.175,57.175
16:10:41,44.577,44.577,44.577,44.577
16:10:42,54.42,54.42,54.42,54.42
16:10:43,55.769,55.769,55.769,55.769
16:10:44,51.196,51.196,51.196,51.196
16:10:45,42.345,42.345,42.345,42.345
16:10:46,90.463,90.463,90.463,90.463
16:10:47,51.253,51.253,51.253,51.253
16:10:48,41.54,41.54,41.54,41.54
16:10:49,52.57,52.57,52.57,52.57
16:10:50,48.908,48.908,48.908,48.908
16:10:51,41.12,41.12,41.12,41.12
16:10:52,51.253,51.253,51.253,51.253
16:10:53,54.75,54.75,54.75,54.75
16:10:54,48.022,48.022,48.022,48.022
16:10:55,58.752,58.752,58.752,58.752
16:10:56,16.448,16.448,16.448,16.448
16:10:57,60.572,60.572,60.572,60.572
16:10:58,45.712,45.712,45.712,45.712
16:10:59,55.117,55.117,55.117,55.117
16:11:00,49.582,49.582,49.582,49.582
16:11:01,53.443,53.443,53.443,53.443
16:11:02,47.267,47.267,47.267,47.267
16:11:03,49.418,49.418,49.418,49.418
16:11:04,51.564,51.564,51.564,51.564
16:11:05,32.052,32.052,32.052,32.052
16:11:06,48.229,48.229,48.229,48.229
16:11:07,49.818,49.818,49.818,49.818
16:11:08,55.818,55.818,55.818,55.818
16:11:09,41.095,41.095,41.095,41.095
16:11:10,98.687,98.687,98.687,98.687
16:11:11,49.589,49.589,49.589,49.589
16:11:12,61.876,61.876,61.876,61.876
16:11:13,55.002,55.002,55.002,55.002
16:11:14,66.742,66.742,66.742,66.742
16:11:15,58.964,58.964,58.964,58.964
16:11:16,60.401,60.401,60.401,60.401
16:11:17,41.536,41.536,41.536,41.536
16:11:18,52.662,52.662,52.662,52.662
16:11:19,56.564,56.564,56.564,56.564
16:11:20,45.364,45.364,45.364,45.364
16:11:21,71.025,71.025,71.025,71.025
16:11:22,45.45,45.45,45.45,45.45
16:11:23,51.45,51.45,51.45,51.45
16:11:24,48.908,48.908,48.908,48.908
16:11:25,52.085,52.085,52.085,52.085
16:11:26,0.0,0.0,0.0,0.0
16:11:27,57.621,57.621,57.621,57.621
16:11:28,49.689,49.689,49.689,49.689
16:11:29,70.505,70.505,70.505,70.505
16:11:30,48.365,48.365,48.365,48.365
16:11:31,0.0,0.0,0.0,0.0
16:11:32,47.283,47.283,47.283,47.283
16:11:33,66.408,66.408,66.408,66.408
16:11:34,35.283,35.283,35.283,35.283
16:11:35,7.102,7.102,7.102,7.102
16:11:36,52.085,52.085,52.085,52.085
16:11:37,50.064,50.064,50.064,50.064
16:11:38,56.877,56.877,56.877,56.877
16:11:39,40.324,40.324,40.324,40.324
16:11:40,71.025,71.025,71.025,71.025
16:11:41,52.748,52.748,52.748,52.748
16:11:42,60.977,60.977,60.977,60.977
16:11:43,50.939,50.939,50.939,50.939
16:11:44,68.046,68.046,68.046,68.046
16:11:45,14.205,14.205,14.205,14.205
16:11:46,59.715,59.715,59.715,59.715
16:11:47,49.717,49.717,49.717,49.717
16:11:48,62.189,62.189,62.189,62.189
16:11:49,74.407,74.407,74.407,74.407
16:11:50,0.0,0.0,0.0,0.0
16:11:51,43.724,43.724,43.724,43.724
16:11:52,51.553,51.553,51.553,51.553
16:11:53,53.127,53.127,53.127,53.127
16:11:54,74.407,74.407,74.407,74.407
16:11:55,0.0,0.0,0.0,0.0
16:11:56,57.452,57.452,57.452,57.452
16:11:57,57.189,57.189,57.189,57.189
16:11:58,10.081,10.081,10.081,10.081
16:11:59,78.127,78.127,78.127,78.127
16:12:00,51.587,51.587,51.587,51.587
16:12:01,54.048,54.048,54.048,54.048
16:12:02,49.064,49.064,49.064,49.064
16:12:03,80.648,80.648,80.648,80.648
16:12:04,63.922,63.922,63.922,63.922
16:12:05,54.075,54.075,54.075,54.075
16:12:06,40.709,40.709,40.709,40.709
16:12:07,58.439,58.439,58.439,58.439
16:12:08,63.006,63.006,63.006,63.006
16:12:09,28.41,28.41,28.41,28.41
16:12:10,48.104,48.104,48.104,48.104
16:12:11,53.283,53.283,53.283,53.283
16:12:12,60.977,60.977,60.977,60.977
16:12:13,52.085,52.085,52.085,52.085
16:12:14,78.127,78.127,78.127,78.127
16:12:15,54.401,54.401,54.401,54.401
16:12:16,57.346,57.346,57.346,57.346
16:12:17,49.544,49.544,49.544,49.544
16:12:18,59.526,59.526,59.526,59.526
16:12:19,-78.127,-78.127,-78.127,-78.127
16:12:20,65.756,65.756,65.756,65.756
16:12:21,53.283,53.283,53.283,53.283
16:12:22,55.445,55.445,55.445,55.445
16:12:23,71.025,71.025,71.025,71.025
16:12:24,51.09,51.09,51.09,51.09
16:12:25,46.253,46.253,46.253,46.253
16:12:26,56.564,56.564,56.564,56.564
16:12:27,60.486,60.486,60.486,60.486
16:12:28,92.332,92.332,92.332,92.332
16:12:29,51.421,51.421,51.421,51.421
16:12:30,55.607,55.607,55.607,55.607
16:12:31,50.627,50.627,50.627,50.627
16:12:32,20.162,20.162,20.162,20.162
16:12:33,21.307,21.307,21.307,21.307
16:12:34,49.265,49.265,49.265,49.265
16:12:35,56.473,56.473,56.473,56.473
16:12:36,48.126,48.126,48.126,48.126
16:12:37,55.805,55.805,55.805,55.805
16:12:38,78.127,78.127,78.127,78.127
16:12:39,64.739,64.739,64.739,64.739
16:12:40,39.532,39.532,39.532,39.532
16:12:41,34.3,34.3,34.3,34.3
16:12:42,40.924,40.924,40.924,40.924
16:12:43,78.127,78.127,78.127,78.127
16:12:44,55.418,55.418,55.418,55.418
16:12:45,60.002,60.002,60.002,60.002
16:12:46,70.567,70.567,70.567,70.567
16:12:47,21.307,21.307,21.307,21.307
16:12:48,44.289,44.289,44.289,44.289
16:12:49,54.221,54.221,54.221,54.221
16:12:50,51.72,51.72,51.72,51.72
16:12:51,68.046,68.046,68.046,68.046
16:12:52,63.922,63.922,63.922,63.922
16:12:53,66.096,66.096,66.096,66.096
16:12:54,64.039,64.039,64.039,64.039
16:12:55,53.193,53.193,53.193,53.193
16:12:56,54.883,54.883,54.883,54.883
16:12:57,54.921,54.921,54.921,54.921
16:12:58,67.548,67.548,67.548,67.548
16:12:59,51.746,51.746,51.746,51.746
16:13:00,57.189,57.189,57.189,57.189
16:13:01,48.67,48.67,48.67,48.67
16:13:02,37.204,37.204,37.204,37.204
16:13:03,49.151,49.151,49.151,49.151
16:13:04,56.877,56.877,56.877,56.877
16:13:05,60.336,60.336,60.336,60.336
16:13:06,58.916,58.916,58.916,58.916
16:13:07,29.763,29.763,29.763,29.763
16:13:08,54.133,54.133,54.133,54.133
16:13:09,56.095,56.095,56.095,56.095
16:13:10,48.227,48.227,48.227,48.227
16:13:11,68.6,68.6,68.6,68.6
16:13:12,0.0,0.0,0.0,0.0
16:13:13,56.157,56.157,56.157,56.157
16:13:14,44.22,44.22,44.22,44.22
16:13:15,84.879,84.879,84.879,84.879
16:13:16,64.789,64.789,64.789,64.789
16:13:17,156.255,156.255,156.255,156.255
16:13:18,59.041,59.041,59.041,59.041
16:13:19,60.627,60.627,60.627,60.627
16:13:20,57.872,57.872,57.872,57.872
16:13:21,19.055,19.055,19.055,19.055
16:13:22,-156.255,-156.255,-156.255,-156.255
16:13:23,60.783,60.783,60.783,60.783
16:13:24,58.916,58.916,58.916,58.916
16:13:25,48.67,48.67,48.67,48.67
16:13:26,81.848,81.848,81.848,81.848
16:13:27,48.155,48.155,48.155,48.155
16:13:28,49.689,49.689,49.689,49.689
16:13:29,58.789,58.789,58.789,58.789
16:13:30,76.847,76.847,76.847,76.847
16:13:31,7.441,7.441,7.441,7.441
16:13:32,66.089,66.089,66.089,66.089
16:13:33,50.158,50.158,50.158,50.158
16:13:34,46.298,46.298,46.298,46.298
16:13:35,53.355,53.355,53.355,53.355
16:13:36,156.255,156.255,156.255,156.255
16:13:37,56.326,56.326,56.326,56.326
16:13:38,62.658,62.658,62.658,62.658
16:13:39,54.014,54.014,54.014,54.014
16:13:40,41.922,41.922,41.922,41.922
16:13:41,0.0,0.0,0.0,0.0
16:13:42,60.737,60.737,60.737,60.737
16:13:43,48.908,48.908,48.908,48.908
16:13:44,46.298,46.298,46.298,46.298
16:13:45,80.033,80.033,80.033,80.033
16:13:46,0.0,0.0,0.0,0.0
16:13:47,50.219,50.219,50.219,50.219
16:13:48,48.439,48.439,48.439,48.439
16:13:49,48.67,48.67,48.67,48.67
16:13:50,44.644,44.644,44.644,44.644
16:13:51,46.827,46.827,46.827,46.827
16:13:52,45.158,45.158,45.158,45.158
16:13:53,44.865,44.865,44.865,44.865
16:13:54,56.354,56.354,56.354,56.354
16:13:55,44.644,44.644,44.644,44.644
16:13:56,44.004,44.004,44.004,44.004
16:13:57,56.564,56.564,56.564,56.564
16:13:58,55.943,55.943,55.943,55.943
16:13:59,38.111,38.111,38.111,38.111
16:14:00,0.0,0.0,0.0,0.0
16:14:01,57.344,57.344,57.344,57.344
16:14:02,54.377,54.377,54.377,54.377
16:14:03,40.51,40.51,40.51,40.51
16:14:04,53.355,53.355,53.355,53.355
16:14:05,156.255,156.255,156.255,156.255
16:14:06,59.889,59.889,59.889,59.889
16:14:07,59.221,59.221,59.221,59.221
16:14:08,65.588,65.588,65.588,65.588
16:14:09,45.733,45.733,45.733,45.733
16:14:10,312.51,312.51,312.51,312.51
16:14:11,50.388,50.388,50.388,50.388
16:14:12,57.971,57.971,57.971,57.971
16:14:13,43.546,43.546,43.546,43.546
16:14:14,66.966,66.966,66.966,66.966
16:14:15,48.653,48.653,48.653,48.653
16:14:16,60.939,60.939,60.939,60.939
16:14:17,64.977,64.977,64.977,64.977
16:14:18,58.916,58.916,58.916,58.916
16:14:19,37.204,37.204,37.204,37.204
16:14:20,44.502,44.502,44.502,44.502
16:14:21,46.408,46.408,46.408,46.408
16:14:22,36.652,36.652,36.652,36.652
16:14:23,87.655,87.655,87.655,87.655
16:14:24,-156.255,-156.255,-156.255,-156.255
16:14:25,60.398,60.398,60.398,60.398
16:14:26,46.095,46.095,46.095,46.095
16:14:27,59.801,59.801,59.801,59.801
16:14:28,38.111,38.111,38.111,38.111
16:14:29,0.0,0.0,0.0,0.0
16:14:30,52.424,52.424,52.424,52.424
16:14:31,54.845,54.845,54.845,54.845
16:14:32,54.014,54.014,54.014,54.014
16:14:33,53.355,53.355,53.355,53.355
16:14:34,35.352,35.352,35.352,35.352
16:14:35,60.43,60.43,60.43,60.43
16:14:36,39.916,39.916,39.916,39.916
16:14:37,61.167,61.167,61.167,61.167
16:14:38,45.928,45.928,45.928,45.928
16:14:39,78.127,78.127,78.127,78.127
16:14:40,54.533,54.533,54.533,54.533
16:14:41,40.324,40.324,40.324,40.324
16:14:42,59.526,59.526,59.526,59.526
16:14:43,60.371,60.371,60.371,60.371
16:14:44,0.0,0.0,0.0,0.0
16:14:45,48.908,48.908,48.908,48.908
16:14:46,70.615,70.615,70.615,70.615
16:14:47,41.505,41.505,41.505,41.505
16:14:48,39.064,39.064,39.064,39.064
16:14:49,51.644,51.644,51.644,51.644
16:14:50,58.596,58.596,58.596,58.596
16:14:51,52.586,52.586,52.586,52.586
16:14:52,58.596,58.596,58.596,58.596
16:14:53,32.553,32.553,32.553,32.553
16:14:54,48.499,48.499,48.499,48.499
16:14:55,39.532,39.532,39.532,39.532
16:14:56,36.059,36.059,36.059,36.059
16:14:57,58.596,58.596,58.596,58.596
16:14:58,52.085,52.085,52.085,52.085
16:14:59,57.033,57.033,57.033,57.033
16:15:00,56.82,56.82,56.82,56.82
16:15:01,53.945,53.945,53.945,53.945
16:15:02,42.615,42.615,42.615,42.615
16:15:03,78.127,78.127,78.127,78.127
16:15:04,38.595,38.595,38.595,38.595
16:15:05,55.445,55.445,55.445,55.445
16:15:06,40.924,40.924,40.924,40.924
16:15:07,46.166,46.166,46.166,46.166
16:15:08,39.064,39.064,39.064,39.064
16:15:09,55.314,55.314,55.314,55.314
16:15:10,60.098,60.098,60.098,60.098
16:15:11,68.361,68.361,68.361,68.361
16:15:12,52.085,52.085,52.085,52.085
16:15:13,52.306,52.306,52.306,52.306
16:15:14,42.033,42.033,42.033,42.033
16:15:15,49.581,49.581,49.581,49.581
16:15:16,48.83,48.83,48.83,48.83
16:15:17,19.532,19.532,19.532,19.532
16:15:18,55.616,55.616,55.616,55.616
16:15:19,50.783,50.783,50.783,50.783
16:15:20,60.098,60.098,60.098,60.098
16:15:21,43.947,43.947,43.947,43.947
16:15:22,-6.511,-6.511,-6.511,-6.511
16:15:23,56.609,56.609,56.609,56.609
16:15:24,58.439,58.439,58.439,58.439
16:15:25,59.526,59.526,59.526,59.526
16:15:26,71.025,71.025,71.025,71.025
16:15:27,-78.127,-78.127,-78.127,-78.127
16:15:28,49.22,49.22,49.22,49.22
16:15:29,47.885,47.885,47.885,47.885
16:15:30,39.064,39.064,39.064,39.064
16:15:31,63.922,63.922,63.922,63.922
16:15:32,78.127,78.127,78.127,78.127
16:15:33,41.095,41.095,41.095,41.095
16:15:34,42.069,42.069,42.069,42.069
16:15:35,65.92,65.92,65.92,65.92
16:15:36,52.085,52.085,52.085,52.085
16:15:37,55.12,55.12,55.12,55.12
16:15:38,43.751,43.751,43.751,43.751
16:15:39,46.576,46.576,46.576,46.576
16:15:40,29.298,29.298,29.298,29.298
16:15:41,58.596,58.596,58.596,58.596
16:15:42,41.05,41.05,41.05,41.05
16:15:43,57.502,57.502,57.502,57.502
16:15:44,52.586,52.586,52.586,52.586
16:15:45,19.532,19.532,19.532,19.532
16:15:46,45.574,45.574,45.574,45.574
16:15:47,50.154,50.154,50.154,50.154
16:15:48,47.814,47.814,47.814,47.814
16:15:49,63.246,63.246,63.246,63.246
16:15:50,56.82,56.82,56.82,56.82
16:15:51,117.191,117.191,117.191,117.191
16:15:52,45.997,45.997,45.997,45.997
16:15:53,46.876,46.876,46.876,46.876
16:15:54,48.365,48.365,48.365,48.365
16:15:55,49.717,49.717,49.717,49.717
16:15:56,39.064,39.064,39.064,39.064
16:15:57,48.908,48.908,48.908,48.908
16:15:58,49.581,49.581,49.581,49.581
16:15:59,31.739,31.739,31.739,31.739
16:16:00,26.042,26.042,26.042,26.042
16:16:01,54.954,54.954,54.954,54.954
16:16:02,54.064,54.064,54.064,54.064
16:16:03,45.073,45.073,45.073,45.073
16:16:04,56.154,56.154,56.154,56.154
16:16:05,78.127,78.127,78.127,78.127
16:16:06,54.954,54.954,54.954,54.954
16:16:07,44.845,44.845,44.845,44.845
16:16:08,45.073,45.073,45.073,45.073
16:16:09,65.92,65.92,65.92,65.92
16:16:10,52.085,52.085,52.085,52.085
16:16:11,52.637,52.637,52.637,52.637
16:16:12,47.189,47.189,47.189,47.189
16:16:13,63.246,63.246,63.246,63.246
16:16:14,45.666,45.666,45.666,45.666
16:16:15,42.906,42.906,42.906,42.906
16:16:16,64.59,64.59,64.59,64.59
16:16:17,43.786,43.786,43.786,43.786
16:16:18,50.206,50.206,50.206,50.206
16:16:19,62.502,62.502,62.502,62.502
16:16:20,31.251,31.251,31.251,31.251
16:16:21,57.658,57.658,57.658,57.658
16:16:22,31.251,31.251,31.251,31.251
16:16:23,38.463,38.463,38.463,38.463
16:16:24,31.251,31.251,31.251,31.251
16:16:25,55.783,55.783,55.783,55.783
16:16:26,53.881,53.881,53.881,53.881
16:16:27,28.275,28.275,28.275,28.275
16:16:28,48.078,48.078,48.078,48.078
16:16:29,56.252,56.252,56.252,56.252
16:16:30,48.778,48.778,48.778,48.778
16:16:31,45.626,45.626,45.626,45.626
