" """"",Channel A Last (mV),Channel A Ave. (mV),Channel A Min. (mV),Channel A Max. (mV)
06:14:41,41.948,41.948,41.948,41.948
06:14:42,49.909,49.909,49.909,49.909
06:14:43,45.195,45.195,45.195,45.195
06:14:44,52.184,52.184,52.184,52.184
06:14:45,47.486,47.486,47.486,47.486
06:14:46,63.271,63.271,63.271,63.271
06:14:47,38.008,38.008,38.008,38.008
06:14:48,54.565,54.565,54.565,54.565
06:14:49,41.806,41.806,41.806,41.806
06:14:50,60.962,60.962,60.962,60.962
06:14:51,41.948,41.948,41.948,41.948
06:14:52,58.74,58.74,58.74,58.74
06:14:53,45.705,45.705,45.705,45.705
06:14:54,53.01,53.01,53.01,53.01
06:14:55,49.52,49.52,49.52,49.52
06:14:56,38.423,38.423,38.423,38.423
06:14:57,54.037,54.037,54.037,54.037
06:14:58,35.707,35.707,35.707,35.707
06:14:59,52.701,52.701,52.701,52.701
06:15:00,34.463,34.463,34.463,34.463
06:15:01,54.524,54.524,54.524,54.524
06:15:02,38.581,38.581,38.581,38.581
06:15:03,56.631,56.631,56.631,56.631
06:15:04,43.636,43.636,43.636,43.636
06:15:05,50.687,50.687,50.687,50.687
06:15:06,47.222,47.222,47.222,47.222
06:15:07,42.991,42.991,42.991,42.991
06:15:08,44.771,44.771,44.771,44.771
06:15:09,42.032,42.032,42.032,42.032
06:15:10,52.085,52.085,52.085,52.085
06:15:11,44.535,44.535,44.535,44.535
06:15:12,57.321,57.321,57.321,57.321
06:15:13,35.283,35.283,35.283,35.283
06:15:14,57.432,57.432,57.432,57.432
06:15:15,37.054,37.054,37.054,37.054
06:15:16,54.132,54.132,54.132,54.132
06:15:17,39.421,39.421,39.421,39.421
06:15:18,57.016,57.016,57.016,57.016
06:15:19,40.82,40.82,40.82,40.82
06:15:20,52.329,52.329,52.329,52.329
06:15:21,42.857,42.857,42.857,42.857
06:15:22,49.419,49.419,49.419,49.419
06:15:23,50.544,50.544,50.544,50.544
06:15:24,44.835,44.835,44.835,44.835
06:15:25,48.304,48.304,48.304,48.304
06:15:26,43.542,43.542,43.542,43.542
06:15:27,55.742,55.742,55.742,55.742
06:15:28,32.406,32.406,32.406,32.406
06:15:29,57.328,57.328,57.328,57.328
06:15:30,31.865,31.865,31.865,31.865
06:15:31,54.29,54.29,54.29,54.29
06:15:32,28.76,28.76,28.76,28.76
06:15:33,46.523,46.523,46.523,46.523
06:15:34,47.89,47.89,47.89,47.89
06:15:35,40.695,40.695,40.695,40.695
06:15:36,50.156,50.156,50.156,50.156
06:15:37,39.138,39.138,39.138,39.138
06:15:38,55.507,55.507,55.507,55.507
06:15:39,43.346,43.346,43.346,43.346
06:15:40,59.507,59.507,59.507,59.507
06:15:41,34.565,34.565,34.565,34.565
06:15:42,48.695,48.695,48.695,48.695
06:15:43,40.151,40.151,40.151,40.151
06:15:44,53.427,53.427,53.427,53.427
06:15:45,51.109,51.109,51.109,51.109
06:15:46,51.99,51.99,51.99,51.99
06:15:47,51.469,51.469,51.469,51.469
06:15:48,49.52,49.52,49.52,49.52
06:15:49,46.84,46.84,46.84,46.84
06:15:50,45.195,45.195,45.195,45.195
06:15:51,57.521,57.521,57.521,57.521
06:15:52,46.844,46.844,46.844,46.844
06:15:53,55.231,55.231,55.231,55.231
06:15:54,43.383,43.383,43.383,43.383
06:15:55,57.321,57.321,57.321,57.321
06:15:56,38.248,38.248,38.248,38.248
06:15:57,56.149,56.149,56.149,56.149
06:15:58,40.2,40.2,40.2,40.2
06:15:59,60.275,60.275,60.275,60.275
06:16:00,44.644,44.644,44.644,44.644
06:16:01,49.219,49.219,49.219,49.219
06:16:02,48.769,48.769,48.769,48.769
06:16:03,41.598,41.598,41.598,41.598
06:16:04,61.811,61.811,61.811,61.811
06:16:05,35.707,35.707,35.707,35.707
06:16:06,54.242,54.242,54.242,54.242
06:16:07,42.159,42.159,42.159,42.159
06:16:08,62.209,62.209,62.209,62.209
06:16:09,32.704,32.704,32.704,32.704
06:16:10,56.56,56.56,56.56,56.56
06:16:11,37.6,37.6,37.6,37.6
06:16:12,44.166,44.166,44.166,44.166
06:16:13,43.908,43.908,43.908,43.908
06:16:14,33.246,33.246,33.246,33.246
06:16:15,-22.322,-22.322,-22.322,-22.322
06:16:16,51.242,51.242,51.242,51.242
06:16:17,36.465,36.465,36.465,36.465
06:16:18,47.97,47.97,47.97,47.97
06:16:19,46.544,46.544,46.544,46.544
06:16:20,89.288,89.288,89.288,89.288
06:16:21,46.354,46.354,46.354,46.354
06:16:22,53.024,53.024,53.024,53.024
06:16:23,50.158,50.158,50.158,50.158
06:16:24,39.895,39.895,39.895,39.895
06:16:25,-22.322,-22.322,-22.322,-22.322
06:16:26,42.308,42.308,42.308,42.308
06:16:27,60.158,60.158,60.158,60.158
06:16:28,52.085,52.085,52.085,52.085
06:16:29,75.234,75.234,75.234,75.234
06:16:30,44.055,44.055,44.055,44.055
06:16:31,55.99,55.99,55.99,55.99
06:16:32,49.064,49.064,49.064,49.064
06:16:33,37.315,37.315,37.315,37.315
06:16:34,52.085,52.085,52.085,52.085
06:16:35,58.245,58.245,58.245,58.245
06:16:36,50.305,50.305,50.305,50.305
06:16:37,47.814,47.814,47.814,47.814
06:16:38,76.465,76.465,76.465,76.465
06:16:39,44.644,44.644,44.644,44.644
06:16:40,59.839,59.839,59.839,59.839
06:16:41,47.916,47.916,47.916,47.916
06:16:42,48.439,48.439,48.439,48.439
06:16:43,33.246,33.246,33.246,33.246
06:16:44,44.644,44.644,44.644,44.644
06:16:45,46.017,46.017,46.017,46.017
06:16:46,52.672,52.672,52.672,52.672
06:16:47,46.251,46.251,46.251,46.251
06:16:48,9.974,9.974,9.974,9.974
06:16:49,0.0,0.0,0.0,0.0
06:16:50,47.365,47.365,47.365,47.365
06:16:51,57.189,57.189,57.189,57.189
06:16:52,58.304,58.304,58.304,58.304
06:16:53,52.085,52.085,52.085,52.085
06:16:54,50.985,50.985,50.985,50.985
06:16:55,48.927,48.927,48.927,48.927
06:16:56,39.532,39.532,39.532,39.532
06:16:57,27.986,27.986,27.986,27.986
06:16:58,75.234,75.234,75.234,75.234
06:16:59,52.635,52.635,52.635,52.635
06:17:00,44.964,44.964,44.964,44.964
06:17:01,46.425,46.425,46.425,46.425
06:17:02,48.493,48.493,48.493,48.493
06:17:03,42.81,42.81,42.81,42.81
06:17:04,54.407,54.407,54.407,54.407
06:17:05,44.592,44.592,44.592,44.592
06:17:06,58.43,58.43,58.43,58.43
06:17:07,41.687,41.687,41.687,41.687
06:17:08,37.917,37.917,37.917,37.917
06:17:09,45.45,45.45,45.45,45.45
06:17:10,54.744,54.744,54.744,54.744
06:17:11,46.797,46.797,46.797,46.797
06:17:12,29.776,29.776,29.776,29.776
06:17:13,52.9,52.9,52.9,52.9
06:17:14,36.493,36.493,36.493,36.493
06:17:15,58.369,58.369,58.369,58.369
06:17:16,49.257,49.257,49.257,49.257
06:17:17,48.908,48.908,48.908,48.908
06:17:18,42.326,42.326,42.326,42.326
06:17:19,50.584,50.584,50.584,50.584
06:17:20,47.523,47.523,47.523,47.523
06:17:21,52.541,52.541,52.541,52.541
06:17:22,48.259,48.259,48.259,48.259
06:17:23,44.553,44.553,44.553,44.553
06:17:24,46.08,46.08,46.08,46.08
06:17:25,34.216,34.216,34.216,34.216
06:17:26,55.015,55.015,55.015,55.015
06:17:27,36.082,36.082,36.082,36.082
06:17:28,51.753,51.753,51.753,51.753
06:17:29,44.955,44.955,44.955,44.955
06:17:30,56.747,56.747,56.747,56.747
06:17:31,33.746,33.746,33.746,33.746
06:17:32,51.983,51.983,51.983,51.983
06:17:33,52.085,52.085,52.085,52.085
06:17:34,47.13,47.13,47.13,47.13
06:17:35,48.355,48.355,48.355,48.355
06:17:36,52.747,52.747,52.747,52.747
06:17:37,47.702,47.702,47.702,47.702
06:17:38,49.099,49.099,49.099,49.099
06:17:39,63.445,63.445,63.445,63.445
06:17:40,41.595,41.595,41.595,41.595
06:17:41,58.264,58.264,58.264,58.264
06:17:42,43.28,43.28,43.28,43.28
06:17:43,50.584,50.584,50.584,50.584
06:17:44,48.663,48.663,48.663,48.663
06:17:45,53.362,53.362,53.362,53.362
06:17:46,50.025,50.025,50.025,50.025
06:17:47,46.463,46.463,46.463,46.463
06:17:48,51.277,51.277,51.277,51.277
06:17:49,42.58,42.58,42.58,42.58
06:17:50,50.762,50.762,50.762,50.762
06:17:51,40.363,40.363,40.363,40.363
06:17:52,62.037,62.037,62.037,62.037
06:17:53,54.189,54.189,54.189,54.189
06:17:54,40.157,40.157,40.157,40.157
06:17:55,45.957,45.957,45.957,45.957
06:17:56,28.41,28.41,28.41,28.41
06:17:57,47.162,47.162,47.162,47.162
06:17:58,48.753,48.753,48.753,48.753
06:17:59,31.72,31.72,31.72,31.72
06:18:00,49.021,49.021,49.021,49.021
06:18:01,56.82,56.82,56.82,56.82
06:18:02,51.861,51.861,51.861,51.861
06:18:03,48.126,48.126,48.126,48.126
06:18:04,37.413,37.413,37.413,37.413
06:18:05,20.162,20.162,20.162,20.162
06:18:06,49.456,49.456,49.456,49.456
06:18:07,37.563,37.563,37.563,37.563
06:18:08,58.908,58.908,58.908,58.908
06:18:09,68.224,68.224,68.224,68.224
06:18:10,60.486,60.486,60.486,60.486
06:18:11,54.221,54.221,54.221,54.221
06:18:12,38.249,38.249,38.249,38.249
06:18:13,55.314,55.314,55.314,55.314
06:18:14,36.766,36.766,36.766,36.766
06:18:15,-28.41,-28.41,-28.41,-28.41
06:18:16,39.441,39.441,39.441,39.441
06:18:17,60.152,60.152,60.152,60.152
06:18:18,40.47,40.47,40.47,40.47
06:18:19,58.213,58.213,58.213,58.213
06:18:20,85.23,85.23,85.23,85.23
06:18:21,50.183,50.183,50.183,50.183
06:18:22,56.995,56.995,56.995,56.995
06:18:23,51.252,51.252,51.252,51.252
06:18:24,73.532,73.532,73.532,73.532
06:18:25,56.82,56.82,56.82,56.82
06:18:26,54.379,54.379,54.379,54.379
06:18:27,45.772,45.772,45.772,45.772
06:18:28,54.22,54.22,54.22,54.22
06:18:29,50.405,50.405,50.405,50.405
06:18:30,50.278,50.278,50.278,50.278
06:18:31,39.964,39.964,39.964,39.964
06:18:32,49.064,49.064,49.064,49.064
06:18:33,46.216,46.216,46.216,46.216
06:18:34,60.486,60.486,60.486,60.486
06:18:35,36.312,36.312,36.312,36.312
06:18:36,48.54,48.54,48.54,48.54
06:18:37,45.158,45.158,45.158,45.158
06:18:38,21.447,21.447,21.447,21.447
06:18:39,0.0,0.0,0.0,0.0
06:18:40,49.176,49.176,49.176,49.176
06:18:41,55.592,55.592,55.592,55.592
06:18:42,44.376,44.376,44.376,44.376
06:18:43,70.468,70.468,70.468,70.468
06:18:44,56.82,56.82,56.82,56.82
06:18:45,55.721,55.721,55.721,55.721
06:18:46,40.861,40.861,40.861,40.861
06:18:47,53.595,53.595,53.595,53.595
06:18:48,70.468,70.468,70.468,70.468
06:18:49,56.82,56.82,56.82,56.82
06:18:50,52.868,52.868,52.868,52.868
06:18:51,55.002,55.002,55.002,55.002
06:18:52,85.83,85.83,85.83,85.83
06:18:53,55.445,55.445,55.445,55.445
06:18:54,57.014,57.014,57.014,57.014
06:18:55,39.107,39.107,39.107,39.107
06:18:56,54.845,54.845,54.845,54.845
06:18:57,50.618,50.618,50.618,50.618
06:18:58,75.607,75.607,75.607,75.607
06:18:59,35.819,35.819,35.819,35.819
06:19:00,58.66,58.66,58.66,58.66
06:19:01,40.314,40.314,40.314,40.314
06:19:02,33.702,33.702,33.702,33.702
06:19:03,42.615,42.615,42.615,42.615
06:19:04,48.337,48.337,48.337,48.337
06:19:05,51.559,51.559,51.559,51.559
06:19:06,50.939,50.939,50.939,50.939
06:19:07,67.404,67.404,67.404,67.404
06:19:08,99.435,99.435,99.435,99.435
06:19:09,49.176,49.176,49.176,49.176
06:19:10,40.686,40.686,40.686,40.686
06:19:11,60.939,60.939,60.939,60.939
06:19:12,24.511,24.511,24.511,24.511
06:19:13,42.615,42.615,42.615,42.615
06:19:14,40.448,40.448,40.448,40.448
06:19:15,57.971,57.971,57.971,57.971
06:19:16,68.224,68.224,68.224,68.224
06:19:17,30.243,30.243,30.243,30.243
06:19:18,49.785,49.785,49.785,49.785
06:19:19,50.427,50.427,50.427,50.427
06:19:20,55.314,55.314,55.314,55.314
06:19:21,44.015,44.015,44.015,44.015
06:19:22,55.445,55.445,55.445,55.445
06:19:23,49.949,49.949,49.949,49.949
06:19:24,65.692,65.692,65.692,65.692
06:19:25,48.439,48.439,48.439,48.439
06:19:26,24.511,24.511,24.511,24.511
06:19:27,42.615,42.615,42.615,42.615
06:19:28,51.022,51.022,51.022,51.022
06:19:29,48.402,48.402,48.402,48.402
06:19:30,54.689,54.689,54.689,54.689
06:19:31,82.723,82.723,82.723,82.723
06:19:32,56.82,56.82,56.82,56.82
06:19:33,49.763,49.763,49.763,49.763
06:19:34,52.568,52.568,52.568,52.568
06:19:35,45.74,45.74,45.74,45.74
06:19:36,47.576,47.576,47.576,47.576
06:19:37,43.644,43.644,43.644,43.644
06:19:38,60.627,60.627,60.627,60.627
06:19:39,37.948,37.948,37.948,37.948
06:19:40,54.466,54.466,54.466,54.466
06:19:41,39.82,39.82,39.82,39.82
06:19:42,61.344,61.344,61.344,61.344
06:19:43,38.724,38.724,38.724,38.724
06:19:44,76.483,76.483,76.483,76.483
06:19:45,44.644,44.644,44.644,44.644
06:19:46,60.99,60.99,60.99,60.99
06:19:47,42.825,42.825,42.825,42.825
06:19:48,55.708,55.708,55.708,55.708
06:19:49,49.344,49.344,49.344,49.344
06:19:50,57.767,57.767,57.767,57.767
06:19:51,54.42,54.42,54.42,54.42
06:19:52,38.751,38.751,38.751,38.751
06:19:53,48.365,48.365,48.365,48.365
06:19:54,48.715,48.715,48.715,48.715
06:19:55,64.396,64.396,64.396,64.396
06:19:56,38.255,38.255,38.255,38.255
06:19:57,65.002,65.002,65.002,65.002
06:19:58,46.132,46.132,46.132,46.132
06:19:59,56.068,56.068,56.068,56.068
06:20:00,53.979,53.979,53.979,53.979
06:20:01,57.114,57.114,57.114,57.114
06:20:02,63.752,63.752,63.752,63.752
06:20:03,56.549,56.549,56.549,56.549
06:20:04,55.149,55.149,55.149,55.149
06:20:05,58.974,58.974,58.974,58.974
06:20:06,50.349,50.349,50.349,50.349
06:20:07,48.235,48.235,48.235,48.235
06:20:08,57.568,57.568,57.568,57.568
06:20:09,43.305,43.305,43.305,43.305
06:20:10,48.893,48.893,48.893,48.893
06:20:11,46.298,46.298,46.298,46.298
06:20:12,55.708,55.708,55.708,55.708
06:20:13,29.606,29.606,29.606,29.606
06:20:14,53.032,53.032,53.032,53.032
06:20:15,42.027,42.027,42.027,42.027
06:20:16,47.501,47.501,47.501,47.501
06:20:17,49.109,49.109,49.109,49.109
06:20:18,50.553,50.553,50.553,50.553
06:20:19,45.929,45.929,45.929,45.929
06:20:20,48.493,48.493,48.493,48.493
06:20:21,50.627,50.627,50.627,50.627
06:20:22,46.132,46.132,46.132,46.132
06:20:23,59.968,59.968,59.968,59.968
06:20:24,48.77,48.77,48.77,48.77
06:20:25,62.502,62.502,62.502,62.502
06:20:26,55.002,55.002,55.002,55.002
06:20:27,67.71,67.71,67.71,67.71
06:20:28,41.966,41.966,41.966,41.966
06:20:29,54.437,54.437,54.437,54.437
06:20:30,50.349,50.349,50.349,50.349
06:20:31,50.273,50.273,50.273,50.273
06:20:32,45.232,45.232,45.232,45.232
06:20:33,45.984,45.984,45.984,45.984
06:20:34,50.405,50.405,50.405,50.405
06:20:35,40.51,40.51,40.51,40.51
06:20:36,60.464,60.464,60.464,60.464
06:20:37,44.409,44.409,44.409,44.409
06:20:38,64.869,64.869,64.869,64.869
06:20:39,35.561,35.561,35.561,35.561
06:20:40,47.501,47.501,47.501,47.501
06:20:41,46.132,46.132,46.132,46.132
06:20:42,35.847,35.847,35.847,35.847
06:20:43,51.138,51.138,51.138,51.138
06:20:44,47.954,47.954,47.954,47.954
06:20:45,56.252,56.252,56.252,56.252
06:20:46,46.876,46.876,46.876,46.876
06:20:47,58.825,58.825,58.825,58.825
06:20:48,38.827,38.827,38.827,38.827
06:20:49,60.885,60.885,60.885,60.885
06:20:50,32.501,32.501,32.501,32.501
06:20:51,60.27,60.27,60.27,60.27
06:20:52,47.769,47.769,47.769,47.769
06:20:53,58.974,58.974,58.974,58.974
06:20:54,46.876,46.876,46.876,46.876
06:20:55,65.219,65.219,65.219,65.219
06:20:56,43.587,43.587,43.587,43.587
06:20:57,55.805,55.805,55.805,55.805
06:20:58,50.405,50.405,50.405,50.405
06:20:59,42.825,42.825,42.825,42.825
06:21:00,52.311,52.311,52.311,52.311
06:21:01,39.475,39.475,39.475,39.475
06:21:02,64.869,64.869,64.869,64.869
06:21:03,46.338,46.338,46.338,46.338
06:21:04,66.877,66.877,66.877,66.877
06:21:05,46.876,46.876,46.876,46.876
06:21:06,61.583,61.583,61.583,61.583
06:21:07,36.933,36.933,36.933,36.933
06:21:08,64.118,64.118,64.118,64.118
06:21:09,51.252,51.252,51.252,51.252
06:21:10,63.246,63.246,63.246,63.246
06:21:11,54.23,54.23,54.23,54.23
06:21:12,36.933,36.933,36.933,36.933
06:21:13,42.923,42.923,42.923,42.923
06:21:14,51.228,51.228,51.228,51.228
06:21:15,38.644,38.644,38.644,38.644
06:21:16,52.67,52.67,52.67,52.67
06:21:17,38.84,38.84,38.84,38.84
06:21:18,37.186,37.186,37.186,37.186
06:21:19,60.219,60.219,60.219,60.219
06:21:20,36.766,36.766,36.766,36.766
06:21:21,53.193,53.193,53.193,53.193
06:21:22,45.206,45.206,45.206,45.206
06:21:23,42.192,42.192,42.192,42.192
06:21:24,50.379,50.379,50.379,50.379
06:21:25,38.079,38.079,38.079,38.079
06:21:26,53.447,53.447,53.447,53.447
06:21:27,43.765,43.765,43.765,43.765
06:21:28,44.965,44.965,44.965,44.965
06:21:29,34.401,34.401,34.401,34.401
06:21:30,45.439,45.439,45.439,45.439
06:21:31,34.898,34.898,34.898,34.898
06:21:32,51.971,51.971,51.971,51.971
06:21:33,40.844,40.844,40.844,40.844
06:21:34,50.98,50.98,50.98,50.98
06:21:35,39.411,39.411,39.411,39.411
06:21:36,46.531,46.531,46.531,46.531
06:21:37,46.158,46.158,46.158,46.158
06:21:38,38.221,38.221,38.221,38.221
06:21:39,41.032,41.032,41.032,41.032
06:21:40,35.238,35.238,35.238,35.238
06:21:41,55.688,55.688,55.688,55.688
06:21:42,38.259,38.259,38.259,38.259
06:21:43,64.942,64.942,64.942,64.942
06:21:44,40.705,40.705,40.705,40.705
06:21:45,52.891,52.891,52.891,52.891
06:21:46,42.258,42.258,42.258,42.258
06:21:47,44.695,44.695,44.695,44.695
06:21:48,35.817,35.817,35.817,35.817
06:21:49,46.395,46.395,46.395,46.395
06:21:50,47.474,47.474,47.474,47.474
06:21:51,49.919,49.919,49.919,49.919
06:21:52,48.338,48.338,48.338,48.338
06:21:53,49.322,49.322,49.322,49.322
06:21:54,51.467,51.467,51.467,51.467
06:21:55,42.758,42.758,42.758,42.758
06:21:56,57.1,57.1,57.1,57.1
06:21:57,37.471,37.471,37.471,37.471
06:21:58,57.197,57.197,57.197,57.197
06:21:59,41.61,41.61,41.61,41.61
06:22:00,52.504,52.504,52.504,52.504
06:22:01,48.552,48.552,48.552,48.552
06:22:02,43.841,43.841,43.841,43.841
06:22:03,44.763,44.763,44.763,44.763
06:22:04,42.313,42.313,42.313,42.313
06:22:05,42.585,42.585,42.585,42.585
06:22:06,51.847,51.847,51.847,51.847
06:22:07,68.091,68.091,68.091,68.091
06:22:08,39.392,39.392,39.392,39.392
06:22:09,48.66,48.66,48.66,48.66
06:22:10,43.24,43.24,43.24,43.24
06:22:11,48.986,48.986,48.986,48.986
06:22:12,37.785,37.785,37.785,37.785
06:22:13,59.526,59.526,59.526,59.526
06:22:14,46.216,46.216,46.216,46.216
06:22:15,46.158,46.158,46.158,46.158
06:22:16,41.218,41.218,41.218,41.218
06:22:17,41.861,41.861,41.861,41.861
06:22:18,56.567,56.567,56.567,56.567
06:22:19,51.561,51.561,51.561,51.561
06:22:20,65.306,65.306,65.306,65.306
06:22:21,49.462,49.462,49.462,49.462
06:22:22,59.269,59.269,59.269,59.269
06:22:23,47.757,47.757,47.757,47.757
06:22:24,56.277,56.277,56.277,56.277
06:22:25,40.004,40.004,40.004,40.004
06:22:26,59.579,59.579,59.579,59.579
06:22:27,40.203,40.203,40.203,40.203
06:22:28,49.264,49.264,49.264,49.264
06:22:29,49.792,49.792,49.792,49.792
06:22:30,61.858,61.858,61.858,61.858
06:22:31,66.517,66.517,66.517,66.517
06:22:32,42.456,42.456,42.456,42.456
06:22:33,52.286,52.286,52.286,52.286
06:22:34,41.93,41.93,41.93,41.93
06:22:35,49.701,49.701,49.701,49.701
06:22:36,53.134,53.134,53.134,53.134
06:22:37,52.523,52.523,52.523,52.523
06:22:38,39.928,39.928,39.928,39.928
06:22:39,59.835,59.835,59.835,59.835
06:22:40,46.09,46.09,46.09,46.09
06:22:41,49.736,49.736,49.736,49.736
06:22:42,58.422,58.422,58.422,58.422
06:22:43,54.076,54.076,54.076,54.076
06:22:44,57.1,57.1,57.1,57.1
06:22:45,48.338,48.338,48.338,48.338
06:22:46,58.44,58.44,58.44,58.44
06:22:47,45.439,45.439,45.439,45.439
06:22:48,62.25,62.25,62.25,62.25
06:22:49,49.578,49.578,49.578,49.578
06:22:50,54.708,54.708,54.708,54.708
06:22:51,48.493,48.493,48.493,48.493
06:22:52,52.286,52.286,52.286,52.286
06:22:53,52.658,52.658,52.658,52.658
06:22:54,63.347,63.347,63.347,63.347
06:22:55,43.105,43.105,43.105,43.105
06:22:56,61.721,61.721,61.721,61.721
06:22:57,54.756,54.756,54.756,54.756
06:22:58,50.732,50.732,50.732,50.732
06:22:59,54.9,54.9,54.9,54.9
06:23:00,62.535,62.535,62.535,62.535
06:23:01,50.47,50.47,50.47,50.47
06:23:02,40.272,40.272,40.272,40.272
06:23:03,52.085,52.085,52.085,52.085
06:23:04,18.383,18.383,18.383,18.383
06:23:05,51.696,51.696,51.696,51.696
06:23:06,56.564,56.564,56.564,56.564
06:23:07,54.77,54.77,54.77,54.77
06:23:08,49.344,49.344,49.344,49.344
06:23:09,45.957,45.957,45.957,45.957
06:23:10,42.691,42.691,42.691,42.691
06:23:11,54.533,54.533,54.533,54.533
06:23:12,51.548,51.548,51.548,51.548
06:23:13,21.93,21.93,21.93,21.93
06:23:14,36.766,36.766,36.766,36.766
06:23:15,59.2,59.2,59.2,59.2
06:23:16,45.001,45.001,45.001,45.001
06:23:17,40.586,40.586,40.586,40.586
06:23:18,46.454,46.454,46.454,46.454
06:23:19,50.779,50.779,50.779,50.779
06:23:20,48.439,48.439,48.439,48.439
06:23:21,26.71,26.71,26.71,26.71
06:23:22,46.674,46.674,46.674,46.674
06:23:23,50.677,50.677,50.677,50.677
06:23:24,56.004,56.004,56.004,56.004
06:23:25,45.158,45.158,45.158,45.158
06:23:26,56.381,56.381,56.381,56.381
06:23:27,41.12,41.12,41.12,41.12
06:23:28,64.34,64.34,64.34,64.34
06:23:29,47.86,47.86,47.86,47.86
06:23:30,57.658,57.658,57.658,57.658
06:23:31,56.381,56.381,56.381,56.381
06:23:32,16.448,16.448,16.448,16.448
06:23:33,91.915,91.915,91.915,91.915
06:23:34,46.72,46.72,46.72,46.72
06:23:35,57.027,57.027,57.027,57.027
06:23:36,43.494,43.494,43.494,43.494
06:23:37,49.344,49.344,49.344,49.344
06:23:38,73.532,73.532,73.532,73.532
06:23:39,59.533,59.533,59.533,59.533
06:23:40,54.756,54.756,54.756,54.756
06:23:41,30.439,30.439,30.439,30.439
06:23:42,42.231,42.231,42.231,42.231
06:23:43,53.065,53.065,53.065,53.065
06:23:44,51.564,51.564,51.564,51.564
06:23:45,49.414,49.414,49.414,49.414
06:23:46,77.113,77.113,77.113,77.113
06:23:47,42.231,42.231,42.231,42.231
06:23:48,48.983,48.983,48.983,48.983
06:23:49,36.72,36.72,36.72,36.72
06:23:50,35.439,35.439,35.439,35.439
06:23:51,19.189,19.189,19.189,19.189
06:23:52,45.957,45.957,45.957,45.957
06:23:53,38.522,38.522,38.522,38.522
06:23:54,56.564,56.564,56.564,56.564
06:23:55,49.937,49.937,49.937,49.937
06:23:56,49.344,49.344,49.344,49.344
06:23:57,119.489,119.489,119.489,119.489
06:23:58,54.197,54.197,54.197,54.197
06:23:59,46.72,46.72,46.72,46.72
06:24:00,45.104,45.104,45.104,45.104
06:24:01,41.12,41.12,41.12,41.12
06:24:02,82.723,82.723,82.723,82.723
06:24:03,56.095,56.095,56.095,56.095
06:24:04,49.414,49.414,49.414,49.414
06:24:05,64.937,64.937,64.937,64.937
06:24:06,0.0,0.0,0.0,0.0
06:24:07,57.146,57.146,57.146,57.146
06:24:08,53.908,53.908,53.908,53.908
06:24:09,44.072,44.072,44.072,44.072
06:24:10,48.703,48.703,48.703,48.703
06:24:11,42.231,42.231,42.231,42.231
06:24:12,58.126,58.126,58.126,58.126
06:24:13,51.095,51.095,51.095,51.095
06:24:14,69.268,69.268,69.268,69.268
06:24:15,52.085,52.085,52.085,52.085
06:24:16,64.34,64.34,64.34,64.34
06:24:17,45.692,45.692,45.692,45.692
06:24:18,60.002,60.002,60.002,60.002
06:24:19,54.77,54.77,54.77,54.77
06:24:20,46.602,46.602,46.602,46.602
06:24:21,110.297,110.297,110.297,110.297
06:24:22,61.535,61.535,61.535,61.535
06:24:23,44.22,44.22,44.22,44.22
06:24:24,43.494,43.494,43.494,43.494
06:24:25,30.154,30.154,30.154,30.154
06:24:26,55.149,55.149,55.149,55.149
06:24:27,53.439,53.439,53.439,53.439
06:24:28,50.749,50.749,50.749,50.749
06:24:29,66.966,66.966,66.966,66.966
06:24:30,63.347,63.347,63.347,63.347
06:24:31,48.656,48.656,48.656,48.656
06:24:32,45.939,45.939,45.939,45.939
06:24:33,44.428,44.428,44.428,44.428
06:24:34,37.519,37.519,37.519,37.519
06:24:35,44.644,44.644,44.644,44.644
06:24:36,53.805,53.805,53.805,53.805
06:24:37,47.24,47.24,47.24,47.24
06:24:38,58.596,58.596,58.596,58.596
06:24:39,23.553,23.553,23.553,23.553
06:24:40,63.984,63.984,63.984,63.984
06:24:41,37.436,37.436,37.436,37.436
06:24:42,43.571,43.571,43.571,43.571
06:24:43,44.072,44.072,44.072,44.072
06:24:44,66.638,66.638,66.638,66.638
06:24:45,35.696,35.696,35.696,35.696
06:24:46,48.83,48.83,48.83,48.83
06:24:47,54.6,54.6,54.6,54.6
06:24:48,39.565,39.565,39.565,39.565
06:24:49,42.51,42.51,42.51,42.51
06:24:50,45.125,45.125,45.125,45.125
06:24:51,54.526,54.526,54.526,54.526
06:24:52,36.71,36.71,36.71,36.71
06:24:53,41.204,41.204,41.204,41.204
06:24:54,31.003,31.003,31.003,31.003
06:24:55,53.805,53.805,53.805,53.805
06:24:56,40.881,40.881,40.881,40.881
06:24:57,43.3,43.3,43.3,43.3
06:24:58,42.274,42.274,42.274,42.274
06:24:59,44.644,44.644,44.644,44.644
06:25:00,39.064,39.064,39.064,39.064
06:25:01,28.162,28.162,28.162,28.162
06:25:02,41.067,41.067,41.067,41.067
06:25:03,20.681,20.681,20.681,20.681
06:25:04,53.881,53.881,53.881,53.881
06:25:05,38.25,38.25,38.25,38.25
06:25:06,48.316,48.316,48.316,48.316
06:25:07,44.573,44.573,44.573,44.573
06:25:08,35.042,35.042,35.042,35.042
06:25:09,31.655,31.655,31.655,31.655
06:25:10,56.968,56.968,56.968,56.968
06:25:11,35.956,35.956,35.956,35.956
06:25:12,49.581,49.581,49.581,49.581
06:25:13,45.383,45.383,45.383,45.383
