type,timestamp,latitude,longitude,peakcurrent,icheight,numbersensors,icmultiplicity,cgmultiplicity,starttime,endtime,duration,ullatitude,ullongitude,lrlatitude,lrlongitude
 1, 2024-05-18T23:59:46.020196438,  26.543713,  88.013611,   5907, 3785,   7,   3,   0, 2024-05-18T23:59:46.020196438, 2024-05-18T23:59:46.466683865, 0.446487,  26.536683,  26.548075,  87.993874,  88.017937  
 0, 2024-05-18T23:59:48.425529957,  26.725709,  88.043728,  -7255,    0,   7,   0,   1, 2024-05-18T23:59:48.425529957, 2024-05-18T23:59:48.425529957, 0.000000,  26.725709,  26.725709,  88.043728,  88.043728  
 0, 2024-05-18T23:59:49.555409431,  26.650430,  88.076885, -21009,    0,  11,   1,   1, 2024-05-18T23:59:49.455501795, 2024-05-18T23:59:49.555409431, 0.099908,  26.650430,  26.685673,  88.018929,  88.076885  
 0, 2024-05-18T23:59:51.631084204,  26.623120,  88.080718, -22688,    0,  12,   1,   9, 2024-05-18T23:59:51.631084204, 2024-05-18T23:59:52.401532888, 0.770449,  26.544600,  26.629116,  88.051429,  88.081592  
 0, 2024-05-18T23:59:51.809715986,  26.654232,  87.983968,  -2672,    0,   6,   1,   1, 2024-05-18T23:59:51.809715986, 2024-05-18T23:59:52.094818592, 0.285103,  26.654232,  26.676188,  87.948144,  87.983968  
 1, 2024-05-18T23:59:54.794264793,  26.499683,  87.991855,  -1814, 3234,   6,   2,   0, 2024-05-18T23:59:54.794264793, 2024-05-18T23:59:54.831849337, 0.037585,  26.499683,  26.580203,  87.982201,  87.991855  
 1, 2024-05-18T23:59:56.299790859,  26.356599,  87.973261,   5528, 3264,   6,   5,   0, 2024-05-18T23:59:56.299790859, 2024-05-18T23:59:56.328044653, 0.028254,  26.356599,  26.367746,  87.963059,  87.973261  
 1, 2024-05-18T23:59:56.833603144,  28.625809,  80.631563,  -4657, 10767,   7,   1,   0, 2024-05-18T23:59:56.833603144, 2024-05-18T23:59:56.833603144, 0.000000,  28.625809,  28.625809,  80.631563,  80.631563  
 1, 2024-05-18T23:59:57.263189077,  26.835284,  88.039930,   4768, 4821,   5,   1,   0, 2024-05-18T23:59:57.263189077, 2024-05-18T23:59:57.263189077, 0.000000,  26.835284,  26.835284,  88.039930,  88.039930  
 1, 2024-05-18T23:59:58.456438303,  26.418927,  88.010594,   1757, 5262,   5,   1,   0, 2024-05-18T23:59:58.456438303, 2024-05-18T23:59:58.456438303, 0.000000,  26.418927,  26.418927,  88.010594,  88.010594  
 1, 2024-05-18T23:59:59.898203611,  26.426060,  87.935837,  -3256, 13277,   6,   2,   0, 2024-05-18T23:59:59.508715868, 2024-05-18T23:59:59.898203611, 0.389488,  26.426060,  26.468878,  87.935837,  87.949608  
 1, 2024-05-18T23:59:59.909802914,  26.785872,  87.918486,  -2597, 3227,   5,   1,   0, 2024-05-18T23:59:59.909802914, 2024-05-18T23:59:59.909802914, 0.000000,  26.785872,  26.785872,  87.918486,  87.918486  
 1, 2024-05-18T23:59:59.753490448,  26.621640,  87.958550,   8080, 3003,   7,   7,   0, 2024-05-18T23:59:59.234788418, 2024-05-19T00:00:00.234110832, 0.999322,  26.531662,  26.621640,  87.958550,  88.057247  
 1, 2024-05-19T00:00:02.021757126,  26.545138,  88.110869,   6739, 4076,   8,   2,   0, 2024-05-19T00:00:02.021757126, 2024-05-19T00:00:02.039390564, 0.017633,  26.545138,  26.557339,  88.110869,  88.113811  
 1, 2024-05-19T00:00:03.612426519,  26.531105,  88.067835,   3073, 4026,   6,   2,   0, 2024-05-19T00:00:03.578987598, 2024-05-19T00:00:03.612426519, 0.033439,  26.521655,  26.531105,  88.064330,  88.067835  
 1, 2024-05-19T00:00:05.628789425,  26.424394,  88.050003,  -2338, 5704,   7,   1,   0, 2024-05-19T00:00:05.628789425, 2024-05-19T00:00:05.628789425, 0.000000,  26.424394,  26.424394,  88.050003,  88.050003  
 1, 2024-05-19T00:00:06.825928450,  26.743035,  88.053346,   7341, 3316,   5,   1,   0, 2024-05-19T00:00:06.825928450, 2024-05-19T00:00:06.825928450, 0.000000,  26.743035,  26.743035,  88.053346,  88.053346  
 1, 2024-05-19T00:00:09.983380318,  26.577227,  88.110390,   6647, 3018,   7,  12,   0, 2024-05-19T00:00:09.780308008, 2024-05-19T00:00:10.364062548, 0.583755,  26.529650,  26.631693,  87.996042,  88.135115  
 1, 2024-05-19T00:00:10.886584520,  26.521043,  87.817677,  -2078, 13906,   6,   1,   0, 2024-05-19T00:00:10.886584520, 2024-05-19T00:00:10.886584520, 0.000000,  26.521043,  26.521043,  87.817677,  87.817677  
 0, 2024-05-19T00:00:14.522206306,  26.525565,  88.031097,  -4757,    0,   6,   1,   1, 2024-05-19T00:00:14.293033123, 2024-05-19T00:00:14.522206306, 0.229173,  26.525565,  26.543103,  88.031097,  88.054515  
 1, 2024-05-19T00:00:14.729643583,  26.587252,  87.865281,   5242, 3527,   6,   7,   0, 2024-05-19T00:00:14.423870325, 2024-05-19T00:00:15.059817791, 0.635947,  26.519182,  26.587463,  87.828767,  87.905312  
 0, 2024-05-19T00:00:15.640361309,  26.603750,  88.089482,  -9762,    0,   8,   0,   1, 2024-05-19T00:00:15.640361309, 2024-05-19T00:00:15.640361309, 0.000000,  26.603750,  26.603750,  88.089482,  88.089482  
 0, 2024-05-19T00:00:15.481110811,  26.701002,  87.927382,  -6746,    0,   9,   1,   1, 2024-05-19T00:00:15.481110811, 2024-05-19T00:00:15.499760151, 0.018649,  26.701002,  26.708845,  87.927382,  87.928035  
 1, 2024-05-19T00:00:16.525133610,  26.419647,  87.870746,   2717, 4549,   6,   3,   0, 2024-05-19T00:00:16.406906366, 2024-05-19T00:00:16.776327610, 0.369421,  26.395951,  26.419647,  87.870746,  87.927681  
 0, 2024-05-19T00:00:17.618296862,  26.660293,  88.036181, -15616,    0,  11,   0,   2, 2024-05-19T00:00:17.618296862, 2024-05-19T00:00:17.829924822, 0.211628,  26.660293,  26.663140,  88.036151,  88.036181  
 1, 2024-05-19T00:00:21.645946264,  26.553184,  88.050701,   3095, 8910,   6,   2,   0, 2024-05-19T00:00:21.645946264, 2024-05-19T00:00:21.646510601, 0.000564,  26.553184,  26.563074,  88.050701,  88.073952  
 1, 2024-05-19T00:00:22.741134882,  26.488661,  87.915120,  10868, 3272,   7,   1,   0, 2024-05-19T00:00:22.741134882, 2024-05-19T00:00:22.741134882, 0.000000,  26.488661,  26.488661,  87.915120,  87.915120  
 0, 2024-05-19T00:00:25.295892000,  26.544010,  88.057950, -10377,    0,  10,   5,   3, 2024-05-19T00:00:25.295892000, 2024-05-19T00:00:25.728851080, 0.432959,  26.522732,  26.559078,  88.009608,  88.062636  
 1, 2024-05-19T00:00:28.946558237,  26.376924,  87.988616,  -3805, 6837,   5,   2,   0, 2024-05-19T00:00:28.611505508, 2024-05-19T00:00:28.946558237, 0.335053,  26.376924,  26.386381,  87.988616,  87.997408  
 1, 2024-05-19T00:00:28.392078638,  26.598541,  88.101696,   4067, 3002,   6,   3,   0, 2024-05-19T00:00:28.374178171, 2024-05-19T00:00:28.508638620, 0.134460,  26.576294,  26.598541,  88.044597,  88.101696  
 1, 2024-05-19T00:00:29.763993502,  26.512769,  87.987405,  -4033, 9066,   5,  10,   0, 2024-05-19T00:00:29.719450235, 2024-05-19T00:00:29.992378473, 0.272928,  26.507589,  26.590196,  87.937915,  88.071748  
 1, 2024-05-19T00:00:29.832336664,  27.311238,  86.061025,   2001, 14305,   5,   1,   0, 2024-05-19T00:00:29.832336664, 2024-05-19T00:00:29.832336664, 0.000000,  27.311238,  27.311238,  86.061025,  86.061025  
 0, 2024-05-19T00:00:31.983399391,  26.374951,  88.021533,  -6234,    0,   6,   0,   1, 2024-05-19T00:00:31.983399391, 2024-05-19T00:00:31.983399391, 0.000000,  26.374951,  26.374951,  88.021533,  88.021533  
 1, 2024-05-19T00:00:33.815536022,  26.457681,  87.911789,   2477, 16017,   7,   1,   0, 2024-05-19T00:00:33.815536022, 2024-05-19T00:00:33.815536022, 0.000000,  26.457681,  26.457681,  87.911789,  87.911789  
 1, 2024-05-19T00:00:33.662612200,  26.554910,  88.060695,   5034, 3776,   6,   2,   0, 2024-05-19T00:00:33.640772820, 2024-05-19T00:00:33.662612200, 0.021839,  26.554190,  26.554910,  88.059671,  88.060695  
 0, 2024-05-19T00:00:33.426368237,  26.865459,  88.113036, -30346,    0,  11,   0,   6, 2024-05-19T00:00:33.235371351, 2024-05-19T00:00:33.516349077, 0.280978,  26.865312,  26.869380,  88.113036,  88.113782  
 0, 2024-05-19T00:00:34.412650585,  26.559371,  88.113778,  -4592,    0,   6,   0,   1, 2024-05-19T00:00:34.412650585, 2024-05-19T00:00:34.412650585, 0.000000,  26.559371,  26.559371,  88.113778,  88.113778  
 1, 2024-05-19T00:00:35.744374990,  26.677893,  88.039138,   5811, 3086,   7,   4,   0, 2024-05-19T00:00:35.528519869, 2024-05-19T00:00:35.744374990, 0.215855,  26.677893,  26.686588,  88.030410,  88.039138  
 1, 2024-05-19T00:00:35.912269354,  26.578355,  88.114424,   5959, 3463,   7,   3,   0, 2024-05-19T00:00:35.896583796, 2024-05-19T00:00:36.049099684, 0.152516,  26.558975,  26.586885,  88.099214,  88.114424  
 1, 2024-05-19T00:00:38.411912203,  26.400976,  87.992479,   3847, 17442,   7,   4,   0, 2024-05-19T00:00:38.411912203, 2024-05-19T00:00:38.691292524, 0.279380,  26.327606,  26.400976,  87.978027,  88.015757  
 0, 2024-05-19T00:00:38.812665939,  26.623505,  88.079949, -15035,    0,  11,   3,   6, 2024-05-19T00:00:37.996554852, 2024-05-19T00:00:39.000992060, 1.004437,  26.506405,  26.645385,  87.964526,  88.100065  
 0, 2024-05-19T00:00:40.152754068,  28.623090,  80.674887,  -9773,    0,   5,   0,   1, 2024-05-19T00:00:40.152754068, 2024-05-19T00:00:40.152754068, 0.000000,  28.623090,  28.623090,  80.674887,  80.674887  
 1, 2024-05-19T00:00:40.349925280,  26.504297,  87.952832,  -1683, 9598,   6,   1,   0, 2024-05-19T00:00:40.349925280, 2024-05-19T00:00:40.349925280, 0.000000,  26.504297,  26.504297,  87.952832,  87.952832  
 1, 2024-05-19T00:00:40.437205315,  26.600298,  88.083468,  -3981, 3932,   6,   2,   0, 2024-05-19T00:00:40.116638184, 2024-05-19T00:00:40.437205315, 0.320567,  26.591845,  26.600298,  88.083468,  88.084210  
 1, 2024-05-19T00:00:42.294687510,  27.247563,  85.923906,  -3768, 6043,   6,   2,   0, 2024-05-19T00:00:42.294687510, 2024-05-19T00:00:42.295508623, 0.000821,  27.201377,  27.247563,  85.923906,  85.928627  
 1, 2024-05-19T00:00:45.159222603,  26.427747,  88.065786,   5229, 6862,   6,   3,   0, 2024-05-19T00:00:45.086984873, 2024-05-19T00:00:45.159222603, 0.072238,  26.406154,  26.427747,  88.009691,  88.068802  
 0, 2024-05-19T00:00:45.453524828,  26.583139,  88.057692,  15021,    0,  11,   3,   1, 2024-05-19T00:00:45.361673594, 2024-05-19T00:00:45.453524828, 0.091851,  26.551401,  26.586729,  88.057692,  88.058839  
 0, 2024-05-19T00:00:46.333198071,  26.686511,  88.075297, -11762,    0,  10,   2,   8, 2024-05-19T00:00:46.306900740, 2024-05-19T00:00:46.664773703, 0.357873,  26.625928,  26.703693,  88.067416,  88.146734  
 1, 2024-05-19T00:00:47.934580326,  26.600503,  87.851624,   2770, 4109,   6,   2,   0, 2024-05-19T00:00:47.934580326, 2024-05-19T00:00:48.128371954, 0.193792,  26.600503,  26.600542,  87.851229,  87.851624  
 1, 2024-05-19T00:00:49.280329227,  28.597379,  80.575935,  -6059, 18156,   5,   1,   0, 2024-05-19T00:00:49.280329227, 2024-05-19T00:00:49.280329227, 0.000000,  28.597379,  28.597379,  80.575935,  80.575935  
 0, 2024-05-19T00:00:50.176205873,  26.666057,  88.036543, -13519,    0,  10,   9,   4, 2024-05-19T00:00:48.866999626, 2024-05-19T00:00:50.261182547, 1.394183,  26.470043,  26.712352,  87.920745,  88.069545  
 1, 2024-05-19T00:00:52.595991850,  26.502306,  87.968602,  -2430, 3544,   6,   2,   0, 2024-05-19T00:00:52.537982464, 2024-05-19T00:00:52.595991850, 0.058009,  26.502306,  26.555108,  87.968602,  88.006006  
 1, 2024-05-19T00:00:54.075719833,  26.513394,  87.915376,   2504, 3095,   6,   6,   0, 2024-05-19T00:00:54.075719833, 2024-05-19T00:00:54.626703501, 0.550984,  26.484457,  26.546420,  87.882773,  87.930314  
 0, 2024-05-19T00:00:54.586724281,  26.602101,  88.113382, -10213,    0,  10,  10,   2, 2024-05-19T00:00:54.586724281, 2024-05-19T00:00:56.596987247, 2.010263,  26.554571,  26.713533,  88.022678,  88.113382  
 1, 2024-05-19T00:00:58.697776079,  26.558816,  88.035305,   5798, 4582,   6,   3,   0, 2024-05-19T00:00:58.352579117, 2024-05-19T00:00:58.697776079, 0.345197,  26.546144,  26.560231,  88.014884,  88.035305  
 1, 2024-05-19T00:01:01.534908295,  26.811259,  88.081386,   5582, 3495,   5,   5,   0, 2024-05-19T00:01:01.506445646, 2024-05-19T00:01:01.897693157, 0.391248,  26.808792,  26.819216,  88.052907,  88.083684  
 1, 2024-05-19T00:01:01.611059189,  26.451577,  87.998700,   4985, 3140,   6,   4,   0, 2024-05-19T00:01:01.611059189, 2024-05-19T00:01:01.904031992, 0.292973,  26.442697,  26.477951,  87.989353,  88.053843  
 1, 2024-05-19T00:01:04.317330837,  26.520186,  88.115741,   2689, 7264,   6,   1,   0, 2024-05-19T00:01:04.317330837, 2024-05-19T00:01:04.317330837, 0.000000,  26.520186,  26.520186,  88.115741,  88.115741  
 1, 2024-05-19T00:01:07.297714710,  26.550193,  88.061762,   4124, 7292,   6,   2,   0, 2024-05-19T00:01:07.297714710, 2024-05-19T00:01:07.366318226, 0.068604,  26.526997,  26.550193,  88.054683,  88.061762  
 1, 2024-05-19T00:01:10.352611065,  26.543932,  87.978534,  -2050, 3457,   5,   1,   0, 2024-05-19T00:01:10.352611065, 2024-05-19T00:01:10.352611065, 0.000000,  26.543932,  26.543932,  87.978534,  87.978534  
 1, 2024-05-19T00:01:13.993085861,  28.582508,  80.692443,  -3922, 7670,   6,   1,   0, 2024-05-19T00:01:13.993085861, 2024-05-19T00:01:13.993085861, 0.000000,  28.582508,  28.582508,  80.692443,  80.692443  
 0, 2024-05-19T00:01:14.124577522,  26.547858,  87.988776, -18865,    0,   8,   5,   1, 2024-05-19T00:01:13.336016178, 2024-05-19T00:01:14.124577522, 0.788561,  26.547858,  26.622643,  87.988776,  88.123033  
 0, 2024-05-19T00:01:16.696543694,  26.539456,  88.058612,  -3962,    0,   6,   4,   1, 2024-05-19T00:01:16.592580557, 2024-05-19T00:01:16.811269045, 0.218688,  26.507710,  26.542747,  87.994046,  88.058612  
 0, 2024-05-19T00:01:17.563666105,  26.425645,  88.019102,  -4333,    0,   6,   6,   1, 2024-05-19T00:01:17.563666105, 2024-05-19T00:01:18.394704103, 0.831038,  26.395479,  26.470103,  87.902943,  88.019102  
 0, 2024-05-19T00:01:18.966006994,  26.666249,  88.060432, -37328,    0,  12,   2,   1, 2024-05-19T00:01:18.885406494, 2024-05-19T00:01:19.091323614, 0.205917,  26.660014,  26.667371,  88.040058,  88.060432  
 0, 2024-05-19T00:01:20.191652775,  26.557009,  88.103909,  -8771,    0,  11,   0,   1, 2024-05-19T00:01:20.191652775, 2024-05-19T00:01:20.191652775, 0.000000,  26.557009,  26.557009,  88.103909,  88.103909  
 0, 2024-05-19T00:01:25.550209522,  26.645609,  88.058838, -29714,    0,  12,   6,   4, 2024-05-19T00:01:25.197257042, 2024-05-19T00:01:25.550209522, 0.352952,  26.533431,  26.658694,  87.966527,  88.067615  
 0, 2024-05-19T00:01:27.888854742,  26.622058,  88.114564, -13157,    0,  11,   2,   1, 2024-05-19T00:01:27.819963694, 2024-05-19T00:01:27.889432907, 0.069469,  26.551558,  26.626752,  88.052953,  88.154669  
 1, 2024-05-19T00:01:29.475602865,  26.456326,  88.012849,   4271, 3235,   6,   3,   0, 2024-05-19T00:01:29.475602865, 2024-05-19T00:01:29.578948498, 0.103346,  26.456326,  26.478960,  88.012849,  88.031945  
 1, 2024-05-19T00:01:29.992259741,  26.474580,  87.901594,   1698, 4670,   5,   1,   0, 2024-05-19T00:01:29.992259741, 2024-05-19T00:01:29.992259741, 0.000000,  26.474580,  26.474580,  87.901594,  87.901594  
 1, 2024-05-19T00:01:29.838599682,  27.315599,  86.031144,   1717, 5785,   5,   1,   0, 2024-05-19T00:01:29.838599682, 2024-05-19T00:01:29.838599682, 0.000000,  27.315599,  27.315599,  86.031144,  86.031144  
 1, 2024-05-19T00:01:30.391016722,  26.548657,  88.049122,   2670, 3805,   6,   2,   0, 2024-05-19T00:01:30.303696871, 2024-05-19T00:01:30.391016722, 0.087320,  26.537973,  26.548657,  88.039708,  88.049122  
 1, 2024-05-19T00:01:31.131508350,  26.603749,  88.098897,   2606, 3712,   6,   1,   0, 2024-05-19T00:01:31.131508350, 2024-05-19T00:01:31.131508350, 0.000000,  26.603749,  26.603749,  88.098897,  88.098897  
 0, 2024-05-19T00:01:31.520409346,  28.735386,  80.574871,  18319,    0,  10,   0,   1, 2024-05-19T00:01:31.520409346, 2024-05-19T00:01:31.520409346, 0.000000,  28.735386,  28.735386,  80.574871,  80.574871  
 0, 2024-05-19T00:01:32.890428305,  26.713672,  88.077054, -15130,    0,  10,   2,   1, 2024-05-19T00:01:32.859353542, 2024-05-19T00:01:33.232449532, 0.373096,  26.634994,  26.713672,  88.042588,  88.080422  
 0, 2024-05-19T00:01:33.862783194,  26.533906,  88.115667,  -7345,    0,   7,   0,   1, 2024-05-19T00:01:33.862783194, 2024-05-19T00:01:33.862783194, 0.000000,  26.533906,  26.533906,  88.115667,  88.115667  
 0, 2024-05-19T00:01:33.230955601,  26.602632,  87.928226,  -4980,    0,   8,   0,   1, 2024-05-19T00:01:33.230955601, 2024-05-19T00:01:33.230955601, 0.000000,  26.602632,  26.602632,  87.928226,  87.928226  
 1, 2024-05-19T00:01:36.480092764,  26.500934,  87.951803,   4593, 15126,   7,   1,   0, 2024-05-19T00:01:36.480092764, 2024-05-19T00:01:36.480092764, 0.000000,  26.500934,  26.500934,  87.951803,  87.951803  
 1, 2024-05-19T00:01:36.521759033,  26.574025,  88.043450,   5930, 3938,   7,   2,   0, 2024-05-19T00:01:36.386757374, 2024-05-19T00:01:36.521759033, 0.135002,  26.556874,  26.574025,  88.043450,  88.062619  
 0, 2024-05-19T00:01:37.050553083,  26.670930,  88.075885,  -6541,    0,   7,   0,   3, 2024-05-19T00:01:37.050553083, 2024-05-19T00:01:37.144529104, 0.093976,  26.670113,  26.671993,  88.075885,  88.091504  
 1, 2024-05-19T00:01:38.153774500,  26.565543,  88.000973,   3966, 8416,   6,   4,   0, 2024-05-19T00:01:38.153774500, 2024-05-19T00:01:38.650210857, 0.496436,  26.561226,  26.585934,  87.997019,  88.015407  
 1, 2024-05-19T00:01:39.492821217,  26.787568,  88.109259,  -6351, 4124,   6,   5,   0, 2024-05-19T00:01:39.213238001, 2024-05-19T00:01:39.517042398, 0.303804,  26.758114,  26.787568,  88.109259,  88.128121  
 1, 2024-05-19T00:01:39.177932262,  26.524835,  88.115150,   2485, 4657,   5,   2,   0, 2024-05-19T00:01:39.161192656, 2024-05-19T00:01:39.177932262, 0.016740,  26.518627,  26.524835,  88.112530,  88.115150  
 0, 2024-05-19T00:01:40.695412397,  26.548533,  88.085616, -11894,    0,  10,   0,   3, 2024-05-19T00:01:40.695412397, 2024-05-19T00:01:40.849282265, 0.153870,  26.548533,  26.550397,  88.085616,  88.087491  
 1, 2024-05-19T00:01:42.617466688,  26.605120,  87.874342,   2859, 10549,   6,   2,   0, 2024-05-19T00:01:42.617466688, 2024-05-19T00:01:42.877030373, 0.259564,  26.594615,  26.605120,  87.858497,  87.874342  
 1, 2024-05-19T00:01:44.820380211,  26.370633,  88.055186,   3786, 6283,   5,   3,   0, 2024-05-19T00:01:44.809733391, 2024-05-19T00:01:44.884262323, 0.074529,  26.370633,  26.398326,  88.054067,  88.064448  
 0, 2024-05-19T00:01:44.025410891,  26.683364,  88.065143, -11441,    0,   7,   0,   1, 2024-05-19T00:01:44.025410891, 2024-05-19T00:01:44.025410891, 0.000000,  26.683364,  26.683364,  88.065143,  88.065143  
 1, 2024-05-19T00:01:44.967569590,  28.618984,  80.599805,   6146, 18164,   6,   1,   0, 2024-05-19T00:01:44.967569590, 2024-05-19T00:01:44.967569590, 0.000000,  28.618984,  28.618984,  80.599805,  80.599805  
 0, 2024-05-19T00:01:45.148642302,  26.609919,  88.061714, -24194,    0,  12,   1,   1, 2024-05-19T00:01:45.120427847, 2024-05-19T00:01:45.148642302, 0.028214,  26.609919,  26.648430,  88.061714,  88.152535  
 1, 2024-05-19T00:01:48.224857569,  26.540946,  88.067257,   3813, 14162,   5,   1,   0, 2024-05-19T00:01:48.224857569, 2024-05-19T00:01:48.224857569, 0.000000,  26.540946,  26.540946,  88.067257,  88.067257  
 0, 2024-05-19T00:01:49.573216438,  26.535085,  88.058471,  -2237,    0,   7,   0,   1, 2024-05-19T00:01:49.573216438, 2024-05-19T00:01:49.573216438, 0.000000,  26.535085,  26.535085,  88.058471,  88.058471  
 0, 2024-05-19T00:01:50.585696220,  26.700991,  88.050644, -23722,    0,  11,   1,   2, 2024-05-19T00:01:50.585696220, 2024-05-19T00:01:50.749200344, 0.163504,  26.700991,  26.710883,  87.996291,  88.052533  
 1, 2024-05-19T00:01:51.636722088,  28.634202,  80.628138,   4909, 10546,   7,   1,   0, 2024-05-19T00:01:51.636722088, 2024-05-19T00:01:51.636722088, 0.000000,  28.634202,  28.634202,  80.628138,  80.628138  
 1, 2024-05-19T00:01:52.169941425,  26.583065,  88.065294,   4290, 3069,   6,   3,   0, 2024-05-19T00:01:52.169941425, 2024-05-19T00:01:52.437484980, 0.267544,  26.562622,  26.583065,  88.030388,  88.065294  
 1, 2024-05-19T00:01:53.512582541,  26.374753,  87.960849,   4167, 10648,   6,   6,   0, 2024-05-19T00:01:53.510977745, 2024-05-19T00:01:53.877509594, 0.366532,  26.373477,  26.428830,  87.960849,  88.002014  
 1, 2024-05-19T00:01:54.575547934,  28.507264,  80.647001,  -4174, 10342,   5,   1,   0, 2024-05-19T00:01:54.575547934, 2024-05-19T00:01:54.575547934, 0.000000,  28.507264,  28.507264,  80.647001,  80.647001  
 0, 2024-05-19T00:01:54.815773249,  26.560401,  87.983814,  -7367,    0,   7,   1,   1, 2024-05-19T00:01:54.815773249, 2024-05-19T00:01:55.198629379, 0.382856,  26.482070,  26.560401,  87.947590,  87.983814  
 1, 2024-05-19T00:01:56.102002382,  26.565763,  87.772618,   3785, 3652,   7,   1,   0, 2024-05-19T00:01:56.102002382, 2024-05-19T00:01:56.102002382, 0.000000,  26.565763,  26.565763,  87.772618,  87.772618  
 1, 2024-05-19T00:01:56.105566263,  26.707923,  87.885850,   4267, 3852,   5,   2,   0, 2024-05-19T00:01:56.101477861, 2024-05-19T00:01:56.105566263, 0.004088,  26.707923,  26.709283,  87.885850,  87.887393  
 0, 2024-05-19T00:01:56.206022978,  26.581633,  88.074551,  -8614,    0,   5,   1,   1, 2024-05-19T00:01:56.206022978, 2024-05-19T00:01:56.724073172, 0.518050,  26.581633,  26.616743,  88.074551,  88.134606  
 1, 2024-05-19T00:01:59.910267115,  26.674367,  88.059713,  -1811, 4008,   5,   1,   0, 2024-05-19T00:01:59.910267115, 2024-05-19T00:01:59.910267115, 0.000000,  26.674367,  26.674367,  88.059713,  88.059713  
 1, 2024-05-19T00:01:59.901140690,  26.598840,  87.964766,  -1488, 3877,   5,   1,   0, 2024-05-19T00:01:59.901140690, 2024-05-19T00:01:59.901140690, 0.000000,  26.598840,  26.598840,  87.964766,  87.964766  
 1, 2024-05-19T00:02:00.031673431,  26.459361,  88.004399,   3472, 4144,   6,   3,   0, 2024-05-19T00:02:00.031673431, 2024-05-19T00:02:00.240771055, 0.209098,  26.443418,  26.459361,  87.983149,  88.008254  
 0, 2024-05-19T00:02:01.402119637,  26.608546,  88.057179, -11290,    0,   9,   7,   3, 2024-05-19T00:02:01.362478971, 2024-05-19T00:02:01.805124760, 0.442646,  26.521691,  26.620828,  88.021283,  88.072710  
 0, 2024-05-19T00:02:02.371474504,  26.721509,  88.080976, -11370,    0,  10,   1,   2, 2024-05-19T00:02:02.337095022, 2024-05-19T00:02:02.520324945, 0.183230,  26.667719,  26.721509,  88.080976,  88.088204  
 1, 2024-05-19T00:02:06.973699570,  26.535408,  87.971361,  -1849, 3726,   6,   1,   0, 2024-05-19T00:02:06.973699570, 2024-05-19T00:02:06.973699570, 0.000000,  26.535408,  26.535408,  87.971361,  87.971361  
 0, 2024-05-19T00:02:06.010542631,  26.371470,  88.002834,  -9615,    0,   7,   0,   2, 2024-05-19T00:02:06.010542631, 2024-05-19T00:02:06.108633041, 0.098090,  26.371470,  26.374840,  87.934651,  88.002834  
 0, 2024-05-19T00:02:06.688729286,  26.742349,  87.960929,  -3063,    0,   5,   5,   1, 2024-05-19T00:02:06.324237108, 2024-05-19T00:02:07.255665302, 0.931428,  26.662210,  26.742349,  87.960929,  88.030568  
 0, 2024-05-19T00:02:09.452870607,  26.586392,  88.111510,  -4648,    0,   6,   2,   1, 2024-05-19T00:02:08.995790482, 2024-05-19T00:02:09.452870607, 0.457080,  26.532279,  26.586392,  88.028353,  88.111510  
 1, 2024-05-19T00:02:09.904975414,  26.494084,  87.808582,  -3361, 4564,   6,   3,   0, 2024-05-19T00:02:09.602419615, 2024-05-19T00:02:09.977760553, 0.375341,  26.489742,  26.506309,  87.808582,  87.898418  
 0, 2024-05-19T00:02:11.201680660,  26.822404,  88.067852,  -3942,    0,   5,   0,   1, 2024-05-19T00:02:11.201680660, 2024-05-19T00:02:11.201680660, 0.000000,  26.822404,  26.822404,  88.067852,  88.067852  
 0, 2024-05-19T00:02:12.312172651,  26.759781,  88.060702,  -8260,    0,   7,   0,   1, 2024-05-19T00:02:12.312172651, 2024-05-19T00:02:12.312172651, 0.000000,  26.759781,  26.759781,  88.060702,  88.060702  
 1, 2024-05-19T00:02:12.990208387,  26.390339,  87.948617,   2418, 3070,   6,   1,   0, 2024-05-19T00:02:12.990208387, 2024-05-19T00:02:12.990208387, 0.000000,  26.390339,  26.390339,  87.948617,  87.948617  
 1, 2024-05-19T00:02:14.515717983,  26.582172,  88.062231,   5656, 7842,   6,   1,   0, 2024-05-19T00:02:14.515717983, 2024-05-19T00:02:14.515717983, 0.000000,  26.582172,  26.582172,  88.062231,  88.062231  
 1, 2024-05-19T00:02:19.710650206,  26.576382,  88.105490,   2628, 3614,   5,   1,   0, 2024-05-19T00:02:19.710650206, 2024-05-19T00:02:19.710650206, 0.000000,  26.576382,  26.576382,  88.105490,  88.105490  
 1, 2024-05-19T00:02:22.387660503,  26.352686,  87.991014,   3162, 6051,   5,   1,   0, 2024-05-19T00:02:22.387660503, 2024-05-19T00:02:22.387660503, 0.000000,  26.352686,  26.352686,  87.991014,  87.991014  
 0, 2024-05-19T00:02:22.868247747,  26.736569,  88.072445, -16175,    0,  11,   0,   6, 2024-05-19T00:02:22.868247747, 2024-05-19T00:02:23.297926903, 0.429679,  26.733041,  26.740052,  88.072445,  88.092228  
 1, 2024-05-19T00:02:23.628695488,  26.575191,  88.038974,   4662, 3993,   6,   8,   0, 2024-05-19T00:02:23.146840334, 2024-05-19T00:02:23.636389494, 0.489549,  26.525353,  26.601245,  88.001775,  88.056355  
