type,timestamp,latitude,longitude,peakcurrent,icheight,numbersensors,icmultiplicity,cgmultiplicity,starttime,endtime,duration,ullatitude,ullongitude,lrlatitude,lrlongitude
 0, 2024-06-19T00:12:45.193364859,  26.883518,  87.516656, -22054,    0,  12,   0,   3, 2024-06-19T00:12:45.153271437, 2024-06-19T00:12:45.628884077, 0.475613,  26.876656,  26.894444,  87.507317,  87.559970  
 0, 2024-06-19T00:13:29.992402315,  26.823939,  87.537123, -14778,    0,   8,   0,   2, 2024-06-19T00:13:29.992402315, 2024-06-19T00:13:30.025944710, 0.033542,  26.821737,  26.823939,  87.536923,  87.537123  
 0, 2024-06-19T00:13:32.492879868,  27.409199,  88.048868,  16599,    0,   7,   0,   1, 2024-06-19T00:13:32.492879868, 2024-06-19T00:13:32.492879868, 0.000000,  27.409199,  27.409199,  88.048868,  88.048868  
 0, 2024-06-19T00:14:57.542810917,  26.581424,  88.044408,  40758,    0,  13,   0,   1, 2024-06-19T00:14:57.542810917, 2024-06-19T00:14:57.542810917, 0.000000,  26.581424,  26.581424,  88.044408,  88.044408  
 0, 2024-06-19T00:14:58.105860710,  26.458880,  87.920837, -11065,    0,   9,   1,   1, 2024-06-19T00:14:58.105860710, 2024-06-19T00:14:58.108128786, 0.002268,  26.451005,  26.458880,  87.896605,  87.920837  
 0, 2024-06-19T00:15:08.941586018,  27.424341,  87.761725, -11842,    0,  11,   1,   1, 2024-06-19T00:15:08.883550644, 2024-06-19T00:15:08.941586018, 0.058035,  27.358572,  27.424341,  87.761725,  87.788952  
 1, 2024-06-19T00:15:19.681851625,  26.880735,  87.550228,   9507, 11871,   8,   1,   0, 2024-06-19T00:15:19.681851625, 2024-06-19T00:15:19.681851625, 0.000000,  26.880735,  26.880735,  87.550228,  87.550228  
 0, 2024-06-19T00:15:34.103045225,  26.820854,  87.536658, -13701,    0,  11,   0,   3, 2024-06-19T00:15:33.695590734, 2024-06-19T00:15:34.103045225, 0.407454,  26.819165,  26.823819,  87.536586,  87.537565  
 0, 2024-06-19T00:16:18.678194284,  26.862974,  87.552021, -20005,    0,  14,   0,   2, 2024-06-19T00:16:18.678194284, 2024-06-19T00:16:18.718442440, 0.040248,  26.862974,  26.863015,  87.552021,  87.553550  
 0, 2024-06-19T00:16:20.776419878,  26.840667,  87.540615, -20632,    0,  10,   0,   2, 2024-06-19T00:16:20.564942360, 2024-06-19T00:16:20.776419878, 0.211478,  26.840667,  26.841390,  87.539343,  87.540615  
 0, 2024-06-19T00:17:25.197555065,  27.362807,  88.033339,  20729,    0,   9,   0,   1, 2024-06-19T00:17:25.197555065, 2024-06-19T00:17:25.197555065, 0.000000,  27.362807,  27.362807,  88.033339,  88.033339  
 0, 2024-06-19T00:17:48.556788445,  26.847390,  87.563872, -25253,    0,  11,   0,   1, 2024-06-19T00:17:48.556788445, 2024-06-19T00:17:48.556788445, 0.000000,  26.847390,  26.847390,  87.563872,  87.563872  
 1, 2024-06-19T00:17:50.663992167,  26.832816,  87.537259,  -4208, 15937,   5,   1,   0, 2024-06-19T00:17:50.663992167, 2024-06-19T00:17:50.663992167, 0.000000,  26.832816,  26.832816,  87.537259,  87.537259  
 0, 2024-06-19T00:18:09.014789104,  27.434645,  87.957422,  18490,    0,   9,   0,   1, 2024-06-19T00:18:09.014789104, 2024-06-19T00:18:09.014789104, 0.000000,  27.434645,  27.434645,  87.957422,  87.957422  
 0, 2024-06-19T00:19:11.978338957,  26.835080,  87.587950,  -9585,    0,   7,   0,   1, 2024-06-19T00:19:11.978338957, 2024-06-19T00:19:11.978338957, 0.000000,  26.835080,  26.835080,  87.587950,  87.587950  
 0, 2024-06-19T00:19:35.503063202,  27.479408,  87.879249, -12396,    0,   8,   0,   1, 2024-06-19T00:19:35.503063202, 2024-06-19T00:19:35.503063202, 0.000000,  27.479408,  27.479408,  87.879249,  87.879249  
 1, 2024-06-19T00:19:39.048347235,  26.835093,  87.550957,   3699, 14996,   5,   1,   0, 2024-06-19T00:19:39.048347235, 2024-06-19T00:19:39.048347235, 0.000000,  26.835093,  26.835093,  87.550957,  87.550957  
 0, 2024-06-19T00:20:07.642826319,  26.591136,  88.091584,  21445,    0,  11,   0,   1, 2024-06-19T00:20:07.642826319, 2024-06-19T00:20:07.642826319, 0.000000,  26.591136,  26.591136,  88.091584,  88.091584  
 0, 2024-06-19T00:20:10.426891804,  27.432066,  87.956547,  10398,    0,   7,   0,   1, 2024-06-19T00:20:10.426891804, 2024-06-19T00:20:10.426891804, 0.000000,  27.432066,  27.432066,  87.956547,  87.956547  
 1, 2024-06-19T00:21:18.967034340,  27.468799,  87.878634, -24906, 16873,  11,   1,   0, 2024-06-19T00:21:18.967034340, 2024-06-19T00:21:18.967034340, 0.000000,  27.468799,  27.468799,  87.878634,  87.878634  
 1, 2024-06-19T00:21:19.672227621,  26.841512,  87.636720, -12760, 3249,   9,   1,   0, 2024-06-19T00:21:19.672227621, 2024-06-19T00:21:19.672227621, 0.000000,  26.841512,  26.841512,  87.636720,  87.636720  
 0, 2024-06-19T00:22:03.080402851,  26.885375,  87.627900, -15389,    0,  11,   0,   1, 2024-06-19T00:22:03.080402851, 2024-06-19T00:22:03.080402851, 0.000000,  26.885375,  26.885375,  87.627900,  87.627900  
 1, 2024-06-19T00:22:22.246681929,  26.824809,  87.573848,  11524, 15439,   8,   1,   0, 2024-06-19T00:22:22.246681929, 2024-06-19T00:22:22.246681929, 0.000000,  26.824809,  26.824809,  87.573848,  87.573848  
 0, 2024-06-19T00:23:21.443511009,  27.391558,  87.983607,  19108,    0,   7,   0,   1, 2024-06-19T00:23:21.443511009, 2024-06-19T00:23:21.443511009, 0.000000,  27.391558,  27.391558,  87.983607,  87.983607  
 0, 2024-06-19T00:24:23.105715513,  26.867076,  87.691583,  -9005,    0,   7,   0,   1, 2024-06-19T00:24:23.105715513, 2024-06-19T00:24:23.105715513, 0.000000,  26.867076,  26.867076,  87.691583,  87.691583  
 0, 2024-06-19T00:26:47.529322147,  26.775277,  87.563119,  17226,    0,  12,   0,   1, 2024-06-19T00:26:47.529322147, 2024-06-19T00:26:47.529322147, 0.000000,  26.775277,  26.775277,  87.563119,  87.563119  
 0, 2024-06-19T00:26:55.736277580,  26.745078,  87.411857, -12295,    0,  10,   0,   1, 2024-06-19T00:26:55.736277580, 2024-06-19T00:26:55.736277580, 0.000000,  26.745078,  26.745078,  87.411857,  87.411857  
 1, 2024-06-19T00:27:12.931134462,  26.782711,  87.530399,  11194, 18196,  12,   2,   0, 2024-06-19T00:27:12.912777901, 2024-06-19T00:27:12.931134462, 0.018357,  26.782711,  26.793608,  87.525714,  87.530399  
 1, 2024-06-19T00:27:37.794687033,  26.879414,  87.645044,   6421, 19770,   5,   1,   0, 2024-06-19T00:27:37.794687033, 2024-06-19T00:27:37.794687033, 0.000000,  26.879414,  26.879414,  87.645044,  87.645044  
 0, 2024-06-19T00:27:45.201687574,  26.790684,  87.546693,  17718,    0,   8,   0,   1, 2024-06-19T00:27:45.201687574, 2024-06-19T00:27:45.201687574, 0.000000,  26.790684,  26.790684,  87.546693,  87.546693  
 0, 2024-06-19T00:28:17.275383711,  27.361354,  87.834354, -15877,    0,  10,   0,   1, 2024-06-19T00:28:17.275383711, 2024-06-19T00:28:17.275383711, 0.000000,  27.361354,  27.361354,  87.834354,  87.834354  
 1, 2024-06-19T00:28:36.163245440,  26.779120,  87.557946, -13718, 9123,   7,   1,   0, 2024-06-19T00:28:36.163245440, 2024-06-19T00:28:36.163245440, 0.000000,  26.779120,  26.779120,  87.557946,  87.557946  
 0, 2024-06-19T00:29:08.585130215,  26.864824,  87.657431, -15024,    0,  11,   0,   1, 2024-06-19T00:29:08.585130215, 2024-06-19T00:29:08.585130215, 0.000000,  26.864824,  26.864824,  87.657431,  87.657431  
 0, 2024-06-19T00:29:20.911540031,  27.411710,  88.067113,  33441,    0,  11,   0,   1, 2024-06-19T00:29:20.911540031, 2024-06-19T00:29:20.911540031, 0.000000,  27.411710,  27.411710,  88.067113,  88.067113  
 1, 2024-06-19T00:30:11.403770924,  26.780290,  87.611619,   7226, 12152,   6,   1,   0, 2024-06-19T00:30:11.403770924, 2024-06-19T00:30:11.403770924, 0.000000,  26.780290,  26.780290,  87.611619,  87.611619  
 0, 2024-06-19T00:30:15.685816288,  26.789272,  87.581572, -18921,    0,  14,   2,   1, 2024-06-19T00:30:15.685816288, 2024-06-19T00:30:16.198066950, 0.512251,  26.789272,  26.818204,  87.581572,  87.617077  
 1, 2024-06-19T00:30:29.610109329,  26.815168,  87.676896,  -8233, 4239,   9,   1,   0, 2024-06-19T00:30:29.610109329, 2024-06-19T00:30:29.610109329, 0.000000,  26.815168,  26.815168,  87.676896,  87.676896  
 1, 2024-06-19T00:30:31.152641058,  26.587533,  88.089686,   9040, 4918,   8,   1,   0, 2024-06-19T00:30:31.152641058, 2024-06-19T00:30:31.152641058, 0.000000,  26.587533,  26.587533,  88.089686,  88.089686  
 0, 2024-06-19T00:30:47.439899921,  26.805228,  87.631841,  10934,    0,   9,   1,   1, 2024-06-19T00:30:47.439899921, 2024-06-19T00:30:47.491001844, 0.051102,  26.805228,  26.831463,  87.581532,  87.631841  
 1, 2024-06-19T00:30:55.896449327,  26.824548,  87.606985,   4471, 3004,   5,   1,   0, 2024-06-19T00:30:55.896449327, 2024-06-19T00:30:55.896449327, 0.000000,  26.824548,  26.824548,  87.606985,  87.606985  
 0, 2024-06-19T00:30:57.039306402,  26.829813,  87.619214, -22150,    0,  11,   0,   2, 2024-06-19T00:30:56.984572172, 2024-06-19T00:30:57.039306402, 0.054734,  26.829813,  26.851551,  87.619214,  87.621041  
 1, 2024-06-19T00:31:16.274421692,  26.635400,  88.114886,  -3680, 7592,   6,   1,   0, 2024-06-19T00:31:16.274421692, 2024-06-19T00:31:16.274421692, 0.000000,  26.635400,  26.635400,  88.114886,  88.114886  
 0, 2024-06-19T00:31:18.963092566,  26.779622,  87.642914, -24265,    0,  13,   1,   2, 2024-06-19T00:31:18.892257690, 2024-06-19T00:31:19.113355875, 0.221098,  26.779622,  26.822675,  87.642914,  87.668927  
 0, 2024-06-19T00:31:46.150488615,  26.749668,  87.490131,  18654,    0,   9,   0,   1, 2024-06-19T00:31:46.150488615, 2024-06-19T00:31:46.150488615, 0.000000,  26.749668,  26.749668,  87.490131,  87.490131  
 0, 2024-06-19T00:31:48.743511915,  27.430300,  87.887741, -18784,    0,  11,   0,   1, 2024-06-19T00:31:48.743511915, 2024-06-19T00:31:48.743511915, 0.000000,  27.430300,  27.430300,  87.887741,  87.887741  
 0, 2024-06-19T00:31:53.140948534,  26.840225,  87.604447,  12106,    0,   7,   0,   1, 2024-06-19T00:31:53.140948534, 2024-06-19T00:31:53.140948534, 0.000000,  26.840225,  26.840225,  87.604447,  87.604447  
 1, 2024-06-19T00:31:59.046032429,  26.772786,  87.627444, -10274, 16215,   8,   1,   0, 2024-06-19T00:31:59.046032429, 2024-06-19T00:31:59.046032429, 0.000000,  26.772786,  26.772786,  87.627444,  87.627444  
 0, 2024-06-19T00:32:01.014583826,  26.799399,  87.497224, -22468,    0,  10,   0,   3, 2024-06-19T00:32:00.890711069, 2024-06-19T00:32:01.130778790, 0.240068,  26.772471,  26.822859,  87.497224,  87.515852  
 0, 2024-06-19T00:32:01.082140446,  26.851216,  87.638409, -31848,    0,   7,   0,   3, 2024-06-19T00:32:00.798272610, 2024-06-19T00:32:01.414134264, 0.615862,  26.820039,  26.851216,  87.625967,  87.638409  
 0, 2024-06-19T00:32:10.332685709,  27.383454,  88.116584,  16591,    0,   8,   0,   1, 2024-06-19T00:32:10.332685709, 2024-06-19T00:32:10.332685709, 0.000000,  27.383454,  27.383454,  88.116584,  88.116584  
 1, 2024-06-19T00:32:18.335706234,  26.838163,  87.592676,  -3601, 11603,   5,   1,   0, 2024-06-19T00:32:18.335706234, 2024-06-19T00:32:18.335706234, 0.000000,  26.838163,  26.838163,  87.592676,  87.592676  
 1, 2024-06-19T00:32:26.354181051,  26.763576,  87.606555,   4420, 14636,   5,   1,   0, 2024-06-19T00:32:26.354181051, 2024-06-19T00:32:26.354181051, 0.000000,  26.763576,  26.763576,  87.606555,  87.606555  
 1, 2024-06-19T00:32:50.233636856,  26.792756,  87.614134,   9017, 3099,   5,   2,   0, 2024-06-19T00:32:50.232314825, 2024-06-19T00:32:50.233636856, 0.001322,  26.792756,  26.802945,  87.597340,  87.614134  
 0, 2024-06-19T00:32:54.357014179,  26.832209,  87.598684,  18939,    0,   9,   1,   1, 2024-06-19T00:32:54.357014179, 2024-06-19T00:32:54.751905680, 0.394892,  26.781838,  26.832209,  87.534878,  87.598684  
 1, 2024-06-19T00:32:55.178235292,  26.820443,  87.664734,  11135, 16835,  10,   1,   0, 2024-06-19T00:32:55.178235292, 2024-06-19T00:32:55.178235292, 0.000000,  26.820443,  26.820443,  87.664734,  87.664734  
 0, 2024-06-19T00:32:59.552890778,  26.841610,  87.625531, -15007,    0,  10,   0,   1, 2024-06-19T00:32:59.552890778, 2024-06-19T00:32:59.552890778, 0.000000,  26.841610,  26.841610,  87.625531,  87.625531  
 1, 2024-06-19T00:33:04.571583033,  26.735906,  87.519701,  14902, 3000,   9,   1,   0, 2024-06-19T00:33:04.571583033, 2024-06-19T00:33:04.571583033, 0.000000,  26.735906,  26.735906,  87.519701,  87.519701  
 1, 2024-06-19T00:33:04.472005367,  26.830185,  87.598854, -16967, 11107,  11,   1,   0, 2024-06-19T00:33:04.472005367, 2024-06-19T00:33:04.472005367, 0.000000,  26.830185,  26.830185,  87.598854,  87.598854  
 0, 2024-06-19T00:33:10.397117615,  27.432095,  87.975393, -16150,    0,  10,   0,   2, 2024-06-19T00:33:10.294438601, 2024-06-19T00:33:10.397117615, 0.102679,  27.430890,  27.432095,  87.969215,  87.975393  
 0, 2024-06-19T00:33:10.319343567,  27.370892,  87.863442, -15345,    0,   8,   0,   1, 2024-06-19T00:33:10.319343567, 2024-06-19T00:33:10.319343567, 0.000000,  27.370892,  27.370892,  87.863442,  87.863442  
 1, 2024-06-19T00:33:11.065399408,  27.355152,  88.092197,  -6765, 15890,   5,   1,   0, 2024-06-19T00:33:11.065399408, 2024-06-19T00:33:11.065399408, 0.000000,  27.355152,  27.355152,  88.092197,  88.092197  
 1, 2024-06-19T00:33:22.083318472,  26.767701,  87.583333,  -5536, 6492,   6,   1,   0, 2024-06-19T00:33:22.083318472, 2024-06-19T00:33:22.083318472, 0.000000,  26.767701,  26.767701,  87.583333,  87.583333  
 0, 2024-06-19T00:33:31.144844294,  26.792645,  87.631209, -29885,    0,  10,   2,   4, 2024-06-19T00:33:30.971596479, 2024-06-19T00:33:32.406005383, 1.434409,  26.777612,  26.835061,  87.598931,  87.639369  
 1, 2024-06-19T00:33:39.893144369,  26.835666,  87.660771,   6653, 7985,   6,   1,   0, 2024-06-19T00:33:39.893144369, 2024-06-19T00:33:39.893144369, 0.000000,  26.835666,  26.835666,  87.660771,  87.660771  
 0, 2024-06-19T00:33:41.399791241,  26.771489,  87.524980,  33322,    0,  11,   0,   1, 2024-06-19T00:33:41.399791241, 2024-06-19T00:33:41.399791241, 0.000000,  26.771489,  26.771489,  87.524980,  87.524980  
 1, 2024-06-19T00:33:41.971950769,  26.832156,  87.609642,   9235, 17994,   6,   3,   0, 2024-06-19T00:33:41.937579870, 2024-06-19T00:33:42.068983316, 0.131403,  26.829202,  26.832156,  87.609321,  87.610957  
 1, 2024-06-19T00:33:48.284153461,  26.837829,  87.599396,   7833, 11337,   7,   1,   0, 2024-06-19T00:33:48.284153461, 2024-06-19T00:33:48.284153461, 0.000000,  26.837829,  26.837829,  87.599396,  87.599396  
 1, 2024-06-19T00:33:49.904250622,  26.774548,  87.593159,  13179, 7908,   7,   3,   0, 2024-06-19T00:33:49.435935736, 2024-06-19T00:33:49.950106621, 0.514171,  26.774159,  26.817502,  87.587368,  87.637084  
 0, 2024-06-19T00:33:54.416902781,  26.770264,  87.611943, -26154,    0,  10,   0,   1, 2024-06-19T00:33:54.416902781, 2024-06-19T00:33:54.416902781, 0.000000,  26.770264,  26.770264,  87.611943,  87.611943  
 1, 2024-06-19T00:33:57.880215406,  26.760500,  87.511750,  10176, 7894,   7,   1,   0, 2024-06-19T00:33:57.880215406, 2024-06-19T00:33:57.880215406, 0.000000,  26.760500,  26.760500,  87.511750,  87.511750  
 0, 2024-06-19T00:34:01.133216858,  26.822210,  87.661874,  -6315,    0,   6,   1,   1, 2024-06-19T00:34:01.038634062, 2024-06-19T00:34:01.133216858, 0.094583,  26.819252,  26.822210,  87.657328,  87.661874  
 1, 2024-06-19T00:34:14.466353178,  26.830323,  87.610750,  30357, 10976,  11,   1,   0, 2024-06-19T00:34:14.466353178, 2024-06-19T00:34:14.466353178, 0.000000,  26.830323,  26.830323,  87.610750,  87.610750  
 0, 2024-06-19T00:34:23.802321672,  26.815085,  87.685167,  15900,    0,  10,   0,   1, 2024-06-19T00:34:23.802321672, 2024-06-19T00:34:23.802321672, 0.000000,  26.815085,  26.815085,  87.685167,  87.685167  
 0, 2024-06-19T00:34:25.757976055,  26.796246,  87.660091, -12188,    0,  11,   1,   1, 2024-06-19T00:34:25.757976055, 2024-06-19T00:34:25.781371832, 0.023396,  26.768574,  26.796246,  87.644830,  87.660091  
 1, 2024-06-19T00:34:27.716640472,  26.811741,  87.631223,   8645, 15662,   7,   1,   0, 2024-06-19T00:34:27.716640472, 2024-06-19T00:34:27.716640472, 0.000000,  26.811741,  26.811741,  87.631223,  87.631223  
 1, 2024-06-19T00:34:30.832279921,  26.828577,  87.612814,   3929, 18873,   5,   2,   0, 2024-06-19T00:34:30.819591045, 2024-06-19T00:34:30.832279921, 0.012689,  26.827224,  26.828577,  87.611553,  87.612814  
 0, 2024-06-19T00:34:36.379076004,  26.764032,  87.601097,  17966,    0,  11,   0,   1, 2024-06-19T00:34:36.379076004, 2024-06-19T00:34:36.379076004, 0.000000,  26.764032,  26.764032,  87.601097,  87.601097  
 1, 2024-06-19T00:34:42.371586084,  26.828800,  87.607800,   4674, 17035,   6,   1,   0, 2024-06-19T00:34:42.371586084, 2024-06-19T00:34:42.371586084, 0.000000,  26.828800,  26.828800,  87.607800,  87.607800  
 1, 2024-06-19T00:34:49.352004528,  26.771773,  87.700362,  -9177, 15007,   7,   3,   0, 2024-06-19T00:34:49.352004528, 2024-06-19T00:34:49.631195784, 0.279191,  26.771773,  26.807585,  87.623841,  87.700362  
 0, 2024-06-19T00:34:52.237460375,  26.831198,  87.660434, -37217,    0,   7,   1,   3, 2024-06-19T00:34:51.952825785, 2024-06-19T00:34:52.469124079, 0.516298,  26.808147,  26.831198,  87.644766,  87.691826  
 0, 2024-06-19T00:35:01.323884726,  26.767523,  87.641490,  -9474,    0,   6,   2,   1, 2024-06-19T00:35:01.268671989, 2024-06-19T00:35:01.578658581, 0.309987,  26.767523,  26.806563,  87.636575,  87.641490  
 0, 2024-06-19T00:35:19.916008234,  26.828516,  87.609038,  57605,    0,  11,   0,   1, 2024-06-19T00:35:19.916008234, 2024-06-19T00:35:19.916008234, 0.000000,  26.828516,  26.828516,  87.609038,  87.609038  
 1, 2024-06-19T00:35:25.523363829,  26.773238,  87.614254,   5111, 13511,   5,   1,   0, 2024-06-19T00:35:25.523363829, 2024-06-19T00:35:25.523363829, 0.000000,  26.773238,  26.773238,  87.614254,  87.614254  
 0, 2024-06-19T00:35:31.240288973,  26.816686,  87.620485, -42989,    0,  10,   4,   8, 2024-06-19T00:35:31.118083954, 2024-06-19T00:35:31.861868858, 0.743785,  26.772845,  26.822492,  87.577072,  87.660344  
 1, 2024-06-19T00:35:35.656394720,  26.755392,  88.108480,  -6776, 14681,   6,   1,   0, 2024-06-19T00:35:35.656394720, 2024-06-19T00:35:35.656394720, 0.000000,  26.755392,  26.755392,  88.108480,  88.108480  
 0, 2024-06-19T00:35:37.187754393,  26.815489,  87.662850, -12569,    0,  12,   0,   1, 2024-06-19T00:35:37.187754393, 2024-06-19T00:35:37.187754393, 0.000000,  26.815489,  26.815489,  87.662850,  87.662850  
 1, 2024-06-19T00:35:38.052042723,  26.828964,  87.610584,  13552, 3035,  11,   1,   0, 2024-06-19T00:35:38.052042723, 2024-06-19T00:35:38.052042723, 0.000000,  26.828964,  26.828964,  87.610584,  87.610584  
 1, 2024-06-19T00:35:39.657255411,  26.769425,  87.625633,  -5234, 6603,   6,   1,   0, 2024-06-19T00:35:39.657255411, 2024-06-19T00:35:39.657255411, 0.000000,  26.769425,  26.769425,  87.625633,  87.625633  
 0, 2024-06-19T00:35:44.646166325,  26.844182,  87.648724, -32825,    0,  12,   0,   5, 2024-06-19T00:35:44.239886522, 2024-06-19T00:35:44.646166325, 0.406280,  26.842628,  26.845004,  87.648724,  87.649904  
 0, 2024-06-19T00:35:46.885116816,  26.821117,  87.620867,  26517,    0,  12,   0,   1, 2024-06-19T00:35:46.885116816, 2024-06-19T00:35:46.885116816, 0.000000,  26.821117,  26.821117,  87.620867,  87.620867  
 1, 2024-06-19T00:35:50.118891001,  26.834907,  87.638849,   4209, 15773,   5,   4,   0, 2024-06-19T00:35:50.065925121, 2024-06-19T00:35:50.770718098, 0.704793,  26.834723,  26.849809,  87.632325,  87.639521  
 0, 2024-06-19T00:35:57.871424913,  26.813782,  87.631721,  36316,    0,  11,   0,   1, 2024-06-19T00:35:57.871424913, 2024-06-19T00:35:57.871424913, 0.000000,  26.813782,  26.813782,  87.631721,  87.631721  
 0, 2024-06-19T00:35:59.052839279,  26.770112,  87.619669, -36451,    0,  16,   1,   1, 2024-06-19T00:35:59.052839279, 2024-06-19T00:35:59.319181442, 0.266342,  26.767565,  26.770112,  87.619669,  87.665646  
 0, 2024-06-19T00:35:59.209116697,  26.720539,  87.526299, -24935,    0,  15,   0,   1, 2024-06-19T00:35:59.209116697, 2024-06-19T00:35:59.209116697, 0.000000,  26.720539,  26.720539,  87.526299,  87.526299  
 1, 2024-06-19T00:36:02.431084156,  26.828806,  87.611092,  10557, 5893,   8,   1,   0, 2024-06-19T00:36:02.431084156, 2024-06-19T00:36:02.431084156, 0.000000,  26.828806,  26.828806,  87.611092,  87.611092  
 0, 2024-06-19T00:36:03.509761095,  26.769082,  87.573434,  11466,    0,   8,   1,   1, 2024-06-19T00:36:03.234341145, 2024-06-19T00:36:03.509761095, 0.275420,  26.769082,  26.831169,  87.573434,  87.632496  
 1, 2024-06-19T00:36:10.268253088,  26.816292,  87.630294,   3861, 11852,   5,   1,   0, 2024-06-19T00:36:10.268253088, 2024-06-19T00:36:10.268253088, 0.000000,  26.816292,  26.816292,  87.630294,  87.630294  
 0, 2024-06-19T00:36:12.996409655,  26.816199,  87.664547, -19117,    0,  10,   1,   2, 2024-06-19T00:36:12.184071064, 2024-06-19T00:36:12.996409655, 0.812339,  26.807648,  26.830015,  87.637145,  87.664547  
 0, 2024-06-19T00:36:16.257699251,  26.752273,  87.611248, -16284,    0,  10,   2,   1, 2024-06-19T00:36:16.124013424, 2024-06-19T00:36:16.257699251, 0.133686,  26.752273,  26.780578,  87.611248,  87.632947  
 0, 2024-06-19T00:36:21.984237432,  27.434343,  87.955981, -14086,    0,   9,   0,   3, 2024-06-19T00:36:21.620893240, 2024-06-19T00:36:21.984237432, 0.363344,  27.434343,  27.443674,  87.955981,  87.964678  
 1, 2024-06-19T00:36:21.728583574,  26.827764,  87.637662,   6567, 14347,   6,   2,   0, 2024-06-19T00:36:21.716611385, 2024-06-19T00:36:21.728583574, 0.011972,  26.825545,  26.827764,  87.629056,  87.637662  
 0, 2024-06-19T00:36:29.915480852,  26.761006,  87.674533, -38165,    0,  11,   0,   2, 2024-06-19T00:36:29.915480852, 2024-06-19T00:36:30.329658270, 0.414177,  26.761006,  26.847299,  87.670305,  87.674533  
 1, 2024-06-19T00:36:31.614771605,  26.786289,  87.709036,  -3326, 8018,   5,   1,   0, 2024-06-19T00:36:31.614771605, 2024-06-19T00:36:31.614771605, 0.000000,  26.786289,  26.786289,  87.709036,  87.709036  
 1, 2024-06-19T00:36:38.707566023,  26.824744,  87.628532,  18646, 12193,  11,   2,   0, 2024-06-19T00:36:38.707566023, 2024-06-19T00:36:38.806610346, 0.099044,  26.764031,  26.824744,  87.628532,  87.629956  
 1, 2024-06-19T00:36:40.146401882,  26.720783,  88.103302,  11077, 6636,   8,   2,   0, 2024-06-19T00:36:40.146401882, 2024-06-19T00:36:40.147745132, 0.001343,  26.720783,  26.730182,  88.097820,  88.103302  
